address,city,region,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area
Mossbanken 15,Göteborgs kommun,Centrala Hisingen - Tolered,115.0,6.0,,5720000.0,2022-04-06,6.0,49739.0,Villa,69.0,0
Chalmersgatan 3C,Göteborgs kommun,Vasastaden,17.0,1.0,965.0,2800000.0,2022-04-06,14.0,164706.0,Lägenhet,,0
Ernst Torulfsgatan 19A,Göteborgs kommun,Munkebäck,49.5,2.0,4095.0,2300000.0,2022-04-06,5.0,46465.0,Lägenhet,,0
Virvelvindsgatan 24,Göteborgs kommun,Hisingen,69.0,3.0,4801.0,2930000.0,2022-04-06,5.0,42464.0,Lägenhet,,0
Kabelgatan 24,Göteborgs kommun,Majorna,56.5,2.0,4109.0,2825000.0,2022-04-06,11.0,50000.0,Lägenhet,,0
Doktor Hjorts gata 10 A,Göteborgs kommun,Södra Guldheden,61.0,3.0,3791.0,4150000.0,2022-04-06,11.0,68033.0,Lägenhet,,0
Doktor Forselius gata 14,Göteborgs kommun,Södra Guldheden,120.0,6.0,7577.0,6100000.0,2022-04-06,4.0,50833.0,Lägenhet,,0
Stenåldersvägen 14,Göteborgs kommun,Bräcke,95.0,5.0,,5450000.0,2022-04-06,0.0,57368.0,Villa,32.0,0
Smörgatan 27,Göteborgs kommun,Kallebäck,99.0,3.5,5572.0,5490000.0,2022-04-06,17.0,55455.0,Lägenhet,,0
Hjuviks bryggväg 30,Göteborgs kommun,Torslanda - Hjuvik,96.9,4.0,5855.0,5500000.0,2022-04-05,13.0,56760.0,Lägenhet,,0
Karlatornet (Lodjursstråket 1),Göteborgs kommun,Lindholmen,55.0,2.0,4162.0,4100000.0,2022-04-05,-5.0,74545.0,Lägenhet,,0
Rustmästaregatan 19,Göteborgs kommun,Kviberg,82.0,3.0,4026.0,4000000.0,2022-04-05,9.0,48780.0,Lägenhet,,0
Stora Pölsans väg 30,Göteborgs kommun,Hjuvik,202.0,7.0,,8250000.0,2022-04-05,0.0,40842.0,Villa,20.0,0
Ottfjällsgatan 1,Göteborgs kommun,Strömmensberg,48.0,2.0,3562.0,2620000.0,2022-04-05,10.0,54583.0,Lägenhet,,0
Sanatoriegatan 13C,Göteborgs kommun,Kålltorp,76.0,3.0,4718.0,4650000.0,2022-04-05,,61184.0,Lägenhet,,0
Mölndalsvägen 35,Göteborgs kommun,Almedal,67.5,2.0,3156.0,3000000.0,2022-04-05,9.0,44444.0,Lägenhet,,0
Nordostpassagen 25,Göteborgs kommun,Linné,77.0,3.0,3328.0,4400000.0,2022-04-05,5.0,57143.0,Lägenhet,,0
Ebbe Lieberathsgatan 16C,Göteborgs kommun,Johanneberg - Almedal,41.0,1.5,2831.0,3000000.0,2022-04-05,11.0,73171.0,Lägenhet,,0
Gamlestads Brygga 5,Göteborgs kommun,Gamlestaden,59.0,2.0,2950.0,3350000.0,2022-04-05,2.0,56780.0,Lägenhet,,0
Gräddgatan 10,Göteborgs kommun,Kallebäck,30.0,1.5,2463.0,1975000.0,2022-04-05,10.0,65833.0,Lägenhet,,0
Cederflychts gata 1,Göteborgs kommun,Hisings Backa,93.4,4.0,6251.0,2700000.0,2022-04-05,8.0,28908.0,Lägenhet,,0
Åslyckevägen 10,Göteborgs kommun,Tuve,108.0,5.0,,5550000.0,2022-04-05,1.0,51389.0,Villa,73.0,0
Guldringen 17,Göteborgs kommun,Tynnered,64.0,2.0,4452.0,2270000.0,2022-04-05,8.0,35469.0,Lägenhet,,0
Kapplandsgatan 34,Göteborgs kommun,Högsbo,54.8,2.0,3350.0,2410000.0,2022-04-05,5.0,43978.0,Lägenhet,,0
Antenngatan 47C,Göteborgs kommun,Järnbrott,115.0,5.0,9677.0,5000000.0,2022-04-05,19.0,43478.0,Lägenhet,,0
Karl Johansgatan 92,Göteborgs kommun,Majorna,61.0,2.0,2984.0,3400000.0,2022-04-05,14.0,55738.0,Lägenhet,,0
Kallebäcksvägen 13B,Göteborgs kommun,Kallebäck,59.2,2.0,4247.0,2350000.0,2022-04-05,7.0,39696.0,Lägenhet,,0
Föreningsgatan 18C,Göteborgs kommun,Vasastaden,42.0,1.5,2877.0,3050000.0,2022-04-05,11.0,72619.0,Lägenhet,,0
Gamlestads Brygga 17,Göteborgs kommun,Gamlestaden,73.0,3.0,4180.0,4700000.0,2022-04-05,18.0,64384.0,Lägenhet,,0
Räntmästaregatan 28A,Göteborgs kommun,Lunden,51.0,2.0,3828.0,3260000.0,2022-04-05,,63922.0,Lägenhet,,0
Storkgatan 4B,Göteborgs kommun,Bagaregården,42.1,1.5,2634.0,2510000.0,2022-04-05,12.0,59620.0,Lägenhet,,0
Örgryte Stomgata 28,Göteborgs kommun,Örgryte,100.0,5.0,5301.0,7100000.0,2022-04-05,0.0,71000.0,Lägenhet,,0
Tredje långgatan 39,Göteborgs kommun,Linnéstaden,70.0,3.0,3404.0,4300000.0,2022-04-05,11.0,61429.0,Lägenhet,,0
Cederflychts gata 7,Göteborgs kommun,Hisings Backa,66.1,2.0,4670.0,1470000.0,2022-04-05,5.0,22239.0,Lägenhet,,0
Sten-Åke Cederhöks Gata 1B,Göteborgs kommun,Örgryte Torp,68.0,2.5,3671.0,5400000.0,2022-04-05,9.0,79412.0,Lägenhet,,0
Lilla Fridhemsgatan 6 B,Göteborgs kommun,Kungsladugård,38.0,1.0,2670.0,2650000.0,2022-04-05,18.0,69737.0,Lägenhet,,0
Transistorgatan 19,Göteborgs kommun,Västra Frölunda,52.0,2.0,2525.0,2940000.0,2022-04-05,5.0,56538.0,Lägenhet,,0
Utåkersgatan 3 B,Göteborgs kommun,Kålltorp,87.0,3.5,5927.0,3790000.0,2022-04-04,3.0,43563.0,Lägenhet,,0
Nordhemsgatan 72C,Göteborgs kommun,Linnéstaden,66.0,2.0,4109.0,4300000.0,2022-04-04,13.0,65152.0,Lägenhet,,0
Borstbindaregatan 7,Göteborgs kommun,Kvillebäcken,74.0,3.0,4462.0,3900000.0,2022-04-04,3.0,52703.0,Lägenhet,,0
Doktor Lindhs gata 6,Göteborgs kommun,Guldheden,38.1,1.0,1917.0,2850000.0,2022-04-04,14.0,74803.0,Lägenhet,,0
Borstbindaregatan 17,Göteborgs kommun,Kvillebäcken,55.0,2.0,3490.0,2850000.0,2022-04-04,2.0,51818.0,Lägenhet,,0
Nilssonsberg 5,Göteborgs kommun,Linné/ Annedal,46.4,2.0,2739.0,3500000.0,2022-04-04,10.0,75431.0,Lägenhet,,0
Stampgatan 64,Göteborgs kommun,Stampen,70.3,3.0,3657.0,5000000.0,2022-04-04,12.0,71124.0,Lägenhet,,0
Hälleflundregatan 22,Göteborgs kommun,Fiskebäck,90.0,3.0,4733.0,6625000.0,2022-04-04,14.0,73611.0,Lägenhet,,0
Bratteråsgatan 40,Göteborgs kommun,Eriksberg,77.0,2.0,4441.0,5595000.0,2022-04-04,-2.0,72662.0,Lägenhet,,0
Östra Eriksbergsgatan 85A,Göteborgs kommun,Eriksberg,61.0,1.5,3200.0,3450000.0,2022-04-04,,56557.0,Lägenhet,,0
Tunnlandsgatan 18,Göteborgs kommun,Kaverös,60.5,2.0,2558.0,2285000.0,2022-04-04,4.0,37769.0,Lägenhet,,0
Guldpokalsgatan 5B,Göteborgs kommun,Centrala Hisingen,36.5,1.0,2585.0,1800000.0,2022-04-04,6.0,49315.0,Lägenhet,,0
Batterigatan 7 D,Göteborgs kommun,Gamlestaden,57.0,2.0,3320.0,2700000.0,2022-04-04,10.0,47368.0,Lägenhet,,0
Gibraltargatan 58,Göteborgs kommun,Johanneberg,48.0,2.0,2583.0,3180000.0,2022-04-03,10.0,66250.0,Lägenhet,,0
Askims ängsväg 17,Göteborgs kommun,Askim,328.0,10.0,,15950000.0,2022-04-03,0.0,48628.0,Villa,0.0,0
Långåsliden 12,Göteborgs kommun,Örgryte - Skår,250.0,10.0,,12995000.0,2022-04-03,0.0,51980.0,Villa,100.0,0
Mölndalsvägen 89D,Göteborgs kommun,Johanneberg - Almedal,55.0,2.0,3218.0,3450000.0,2022-04-03,5.0,62727.0,Lägenhet,,0
Purpurgatan 17,Göteborgs kommun,Näset - Åkered,133.0,5.0,,6600000.0,2022-04-03,7.0,49624.0,Radhus,1.0,0
Femkampsgatan 3A,Göteborgs kommun,Lunden,37.0,1.0,2951.0,2375000.0,2022-04-03,,64189.0,Lägenhet,,0
Kalendervägen 49,Göteborgs kommun,Kortedala,65.0,3.0,3742.0,2130000.0,2022-04-03,7.0,32769.0,Lägenhet,,0
Seglaregatan 35,Göteborgs kommun,Majorna,64.0,2.0,4126.0,2750000.0,2022-04-03,4.0,42969.0,Lägenhet,,0
Linnégatan 41B,Göteborgs kommun,Linné,43.0,1.0,2150.0,3800000.0,2022-04-03,,88372.0,Lägenhet,,0
Bratteråsgatan 56,Göteborgs kommun,Eriksberg,62.0,2.0,3515.0,3200000.0,2022-04-02,-2.0,51613.0,Lägenhet,,0
Stabbegatan 36,Göteborgs kommun,Björkekärr,86.5,5.0,5854.0,4200000.0,2022-04-02,,48555.0,Lägenhet,,0
Plåtmyntsgatan 5,Göteborgs kommun,Högsbo,29.0,1.0,2087.0,1750000.0,2022-04-02,0.0,60345.0,Lägenhet,,0
Margit halls gata 33,Göteborgs kommun,Kviberg,44.0,2.0,2996.0,2500000.0,2022-04-02,4.0,56818.0,Lägenhet,,0
Önskevädersgatan 31,Göteborgs kommun,Biskopsgården,60.3,2.0,3961.0,1295000.0,2022-04-02,0.0,21476.0,Lägenhet,,0
Kabelgatan 37E,Göteborgs kommun,Majorna,54.0,2.0,3961.0,2750000.0,2022-04-02,6.0,50926.0,Lägenhet,,0
Brämaregatan 1A,Göteborgs kommun,Centrala Hisingen,71.0,3.0,4540.0,3600000.0,2022-04-02,,50704.0,Lägenhet,,0
Ångaren Indias gata 1,Göteborgs kommun,Sannegårdshamnen,76.0,2.0,4358.0,3300000.0,2022-04-02,-1.0,43421.0,Lägenhet,,0
Lövskogsgatan 13A,Göteborgs kommun,Norra Guldheden,48.5,2.0,2618.0,3600000.0,2022-04-02,14.0,74227.0,Lägenhet,,0
Sägengatan 60,Göteborgs kommun,Hisings Backa,39.6,1.0,3300.0,1425000.0,2022-04-02,6.0,35985.0,Lägenhet,,0
Ostindiefararen 29,Göteborgs kommun,Eriksberg,41.5,1.5,1938.0,3000000.0,2022-04-02,0.0,72289.0,Lägenhet,,0
Nordostpassagen 42,Göteborgs kommun,Linnéstaden,39.0,1.5,2557.0,2750000.0,2022-04-02,7.0,70513.0,Lägenhet,,0
Lodjursstråket 1 Vån 25,Göteborgs kommun,Lindholmen,55.0,2.0,4126.0,4490000.0,2022-04-01,0.0,81636.0,Lägenhet,,0
Befälsgatan 6,Göteborgs kommun,Kviberg,74.5,3.0,3414.0,2510000.0,2022-04-01,10.0,33691.0,Lägenhet,,0
"BRF Solhöjden, Styrsö Skäret lägenhet 1-1003",Göteborgs kommun,Södra Skärgården - Styrsö,53.0,2.0,2937.0,2950000.0,2022-04-01,0.0,55660.0,Lägenhet,,0
"BRF Solhöjden, Styrsö Skäret",Göteborgs kommun,Södra Skärgården - Styrsö,79.0,3.0,4378.0,4050000.0,2022-04-01,0.0,51266.0,Lägenhet,,0
Vintervädersgatan 7,Göteborgs kommun,Göteborg,52.3,2.0,2955.0,1560000.0,2022-04-01,5.0,29828.0,Lägenhet,,0
Aveskärsgatan 4A,Göteborgs kommun,Önnered,169.0,6.0,,9325000.0,2022-04-01,10.0,55178.0,Villa,32.0,0
Erik Dahlbergsgatan 27C,Göteborgs kommun,Vasastaden,59.0,2.5,3478.0,4600000.0,2022-04-01,15.0,77966.0,Lägenhet,,0
Ekebygatan 6,Göteborgs kommun,Hisings Backa,65.4,2.0,4759.0,1850000.0,2022-04-01,16.0,28287.0,Lägenhet,,0
Lillekärr Norra 30,Göteborgs kommun,Kärra,45.5,1.0,2650.0,1425000.0,2022-04-01,-5.0,31319.0,Lägenhet,,0
Ulfsparregatan 22,Göteborgs kommun,Lunden,50.0,2.0,2741.0,3800000.0,2022-04-01,,76000.0,Lägenhet,,0
Räntmästaregatan 25G,Göteborgs kommun,Lunden,40.5,2.0,2776.0,2835000.0,2022-04-01,,70000.0,Lägenhet,,0
Sankt Jörgens väg 12A,Göteborgs kommun,Hisings Backa,75.0,3.0,4135.0,3525000.0,2022-04-01,18.0,47000.0,Lägenhet,,0
Barken Beatrices Gata 14,Göteborgs kommun,Sannegården,85.0,3.0,4702.0,5600000.0,2022-04-01,7.0,65882.0,Lägenhet,,0
Åkroken 8,Göteborgs kommun,Angered,85.0,4.0,,4800000.0,2022-04-01,14.0,56471.0,Villa,85.0,0
Mölndalsvägen 63,Göteborgs kommun,Johanneberg - Almedal,101.0,4.0,4469.0,5900000.0,2022-04-01,12.0,58416.0,Lägenhet,,0
Klåveskärsgatan 4,Göteborgs kommun,Önnered,162.0,7.0,,7500000.0,2022-04-01,,46296.0,Radhus,5.0,0
Nordostpassagen 25,Göteborgs kommun,Linnéstaden,76.6,3.0,3489.0,5350000.0,2022-04-01,10.0,69843.0,Lägenhet,,0
Skogaberg 98,Göteborgs kommun,Sankt Jörgen,155.0,7.0,,6600000.0,2022-04-01,7.0,42581.0,Villa,8.0,0
Julaftonsgatan 86,Göteborgs kommun,Kortedala,100.0,5.0,,4300000.0,2022-04-01,8.0,43000.0,Villa,57.0,0
Kavaljersgatan 14,Göteborgs kommun,Hisings Backa,90.0,4.0,6126.0,2505000.0,2022-04-01,5.0,27833.0,Lägenhet,,0
Stenbocksgatan 11,Göteborgs kommun,Sannegården,78.0,3.0,4620.0,4850000.0,2022-04-01,3.0,62179.0,Lägenhet,,0
Hallstenshagen 5,Göteborgs kommun,Önnered,145.0,5.0,,7100000.0,2022-04-01,,48966.0,Radhus,0.0,0
Östra Midvintersgatan 14,Göteborgs kommun,Kortedala,61.0,3.0,3945.0,1830000.0,2022-04-01,8.0,30000.0,Lägenhet,,0
Bratteråsgatan 50,Göteborgs kommun,Eriksberg,79.0,3.0,3783.0,4600000.0,2022-04-01,10.0,58228.0,Lägenhet,,0
Klarinettgatan 11,Göteborgs kommun,Kaverös,53.5,2.0,3372.0,2300000.0,2022-04-01,16.0,42991.0,Lägenhet,,0
Södra Vägen 81,Göteborgs kommun,Johanneberg,79.0,3.5,2622.0,5500000.0,2022-04-01,10.0,69620.0,Lägenhet,,0
Kaggeledsgatan 38C,Göteborgs kommun,Munkebäck/Vidkärr,84.0,3.0,5158.0,3900000.0,2022-04-01,,46429.0,Lägenhet,,0
Mölndalsvägen 89B,Göteborgs kommun,Johanneberg - Almedal,35.0,1.0,2258.0,2575000.0,2022-04-01,,73571.0,Lägenhet,,0
Teleskopgatan 8,Göteborgs kommun,Bergsjön,53.0,2.0,3700.0,1400000.0,2022-04-01,12.0,26415.0,Lägenhet,,0
Regementsvägen 4,Göteborgs kommun,Kviberg,59.0,2.0,3955.0,2700000.0,2022-04-01,,45763.0,Lägenhet,,0
Termometergatan 19,Göteborgs kommun,Länsmansgården,122.0,5.0,,5700000.0,2022-04-01,0.0,46721.0,Villa,6.0,0
Sisjövägen 351,Göteborgs kommun,Sisjön,154.0,,,5950000.0,2022-04-01,1.0,38636.0,Radhus,25.0,0
Svängrumsgatan 44,Göteborgs kommun,Flatås,76.5,3.0,3995.0,3000000.0,2022-04-01,5.0,39216.0,Lägenhet,,0
Solhagagatan 64,Göteborgs kommun,Hisings Kärra,97.7,4.0,6936.0,2450000.0,2022-04-01,2.0,25077.0,Lägenhet,,0
Kapplandsgatan 98,Göteborgs kommun,Högsbo,104.0,5.0,5679.0,4500000.0,2022-04-01,0.0,43269.0,Lägenhet,,0
Jägaregatan 3B,Göteborgs kommun,Centrala Hisingen,49.0,2.0,3756.0,1895000.0,2022-04-01,0.0,38673.0,Lägenhet,,0
Lindholmshamnen 34,Göteborgs kommun,Lindholmen,66.0,2.0,3736.0,4150000.0,2022-04-01,,62879.0,Lägenhet,,0
Lasarettsgatan 7B,Göteborgs kommun,Kungshöjd,85.0,3.0,5018.0,5250000.0,2022-04-01,6.0,61765.0,Lägenhet,,0
Kapplandsgatan 34,Göteborgs kommun,Högsbo,58.8,2.0,3576.0,2610000.0,2022-04-01,11.0,44388.0,Lägenhet,,0
Lenvädersgatan 5,Göteborgs kommun,Biskopsgården,82.1,4.0,5243.0,1900000.0,2022-04-01,12.0,23143.0,Lägenhet,,0
Ulfsparregatan 9E,Göteborgs kommun,Lunden,37.0,1.0,2498.0,2230000.0,2022-04-01,13.0,60270.0,Lägenhet,,0
Karl Gustavsgatan 24 B,Göteborgs kommun,Vasastaden,68.0,2.0,3647.0,5515000.0,2022-04-01,11.0,81103.0,Lägenhet,,0
Raketgatan 10,Göteborgs kommun,Norra Guldheden,78.0,4.0,5828.0,5690000.0,2022-04-01,15.0,72949.0,Lägenhet,,0
Måns Bryntessonsgatan 15 C,Göteborgs kommun,Gamlestaden,51.0,2.0,3795.0,2125000.0,2022-03-31,7.0,41667.0,Lägenhet,,0
Förstamajgatan 24,Göteborgs kommun,Kortedala,53.5,2.0,3220.0,1560000.0,2022-03-31,1.0,29159.0,Lägenhet,,0
Millenniumgatan 38,Göteborgs kommun,Kortedala,140.0,5.0,4644.0,4450000.0,2022-03-31,7.0,31786.0,Villa,0.0,0
Vantgatan 3 E,Göteborgs kommun,Majorna,41.0,2.0,2989.0,2590000.0,2022-03-31,9.0,63171.0,Lägenhet,,0
Sveagatan 24,Göteborgs kommun,Linnéstaden,57.0,2.0,3450.0,4300000.0,2022-03-31,2.0,75439.0,Lägenhet,,0
Vintervädersgatan 15,Göteborgs kommun,Biskopsgården,51.9,2.0,2893.0,1250000.0,2022-03-31,14.0,24085.0,Lägenhet,,0
Lindholmsallén 53,Göteborgs kommun,Lindholmen,52.2,2.0,3379.0,3300000.0,2022-03-31,18.0,63218.0,Lägenhet,,0
Befälsgatan 8,Göteborgs kommun,Kviberg,53.0,2.0,2411.0,2175000.0,2022-03-31,-5.0,41038.0,Lägenhet,,0
Stampgatan 42,Göteborgs kommun,Stampen,59.0,2.0,3017.0,2850000.0,2022-03-31,-5.0,48305.0,Lägenhet,,0
Nordostpassagen 11,Göteborgs kommun,Linnéstaden,80.2,3.0,3664.0,5000000.0,2022-03-31,11.0,62344.0,Lägenhet,,0
Valebergsvägen 211,Göteborgs kommun,Billdal,129.0,5.0,,6500000.0,2022-03-31,,50388.0,Radhus,0.0,0
Sjömansgatan 7,Göteborgs kommun,Gamla Masthugget,55.0,2.0,4193.0,4100000.0,2022-03-31,14.0,74545.0,Lägenhet,,0
Kabelgatan 15C,Göteborgs kommun,Majorna - Gråberget,103.0,4.0,5892.0,5715000.0,2022-03-31,15.0,55485.0,Lägenhet,,0
Solhagagatan 62,Göteborgs kommun,Hisings Kärra,76.6,3.0,5378.0,2340000.0,2022-03-31,7.0,30548.0,Lägenhet,,0
Lasarettsgatan 6,Göteborgs kommun,Kungshöjd,39.0,1.0,1789.0,3100000.0,2022-03-31,,79487.0,Lägenhet,,0
Västra Stillestorpsgatan 19,Göteborgs kommun,Ramberget,96.5,4.0,6418.0,3150000.0,2022-03-31,5.0,32642.0,Lägenhet,,0
Lönnrunan 151,Göteborgs kommun,Torslanda - Centralt,115.0,6.0,,5500000.0,2022-03-31,0.0,47826.0,Radhus,19.0,0
Harald Hjärnesgatan 18B,Göteborgs kommun,Centrala Hisingen,52.0,2.0,3925.0,2100000.0,2022-03-31,5.0,40385.0,Lägenhet,,0
Prilyckegatan 93,Göteborgs kommun,Hisings Kärra,62.0,2.0,4474.0,2000000.0,2022-03-31,0.0,32258.0,Lägenhet,,0
Kraftrunegatan 44,Göteborgs kommun,Torslanda - Centralt,86.0,4.0,,5500000.0,2022-03-31,2.0,63953.0,Villa,0.0,0
Noleredsvägen 1A,Göteborgs kommun,Torslanda - Centrum,71.5,3.0,4051.0,2780000.0,2022-03-31,11.0,38881.0,Lägenhet,,0
Styrgången 1,Göteborgs kommun,Eriksberg,84.0,3.0,4265.0,6205000.0,2022-03-31,24.0,73869.0,Lägenhet,,0
Övralidsgatan 11,Göteborgs kommun,Hisings Backa,60.0,2.0,3750.0,1625000.0,2022-03-31,-2.0,27083.0,Lägenhet,,0
Ångaren Ernas gata 8,Göteborgs kommun,Sannegårdshamnen,97.0,4.0,4449.0,6680000.0,2022-03-31,,68866.0,Lägenhet,,0
Östra Eriksbergsgatan 81,Göteborgs kommun,Eriksberg,58.0,2.0,2875.0,3310000.0,2022-03-31,11.0,57069.0,Lägenhet,,0
Spektrumsgatan 39,Göteborgs kommun,Åkered,150.0,6.0,,6275000.0,2022-03-31,7.0,41833.0,Villa,0.0,0
Fornborgsgatan 2,Göteborgs kommun,Torslanda - Centralt,122.0,4.0,,6400000.0,2022-03-31,,52459.0,Radhus,0.0,0
Västra Stillestorpsgatan 15,Göteborgs kommun,Centrala Hisingen,91.4,4.0,6310.0,3350000.0,2022-03-31,0.0,36652.0,Lägenhet,,0
Noleredsvägen 5D,Göteborgs kommun,Torslanda - Centralt,58.5,3.0,3449.0,2680000.0,2022-03-31,0.0,45812.0,Lägenhet,,0
Gatugårdsvägen 7B,Göteborgs kommun,Torslanda - Gatugården,122.0,4.0,,5450000.0,2022-03-31,,44672.0,Radhus,0.0,0
Sixten Camps Gata 10,Göteborgs kommun,Nya Gårda,80.0,3.0,3916.0,5000000.0,2022-03-31,12.0,62500.0,Lägenhet,,0
Nordostpassagen 20,Göteborgs kommun,Linné,63.0,2.0,4036.0,4420000.0,2022-03-31,11.0,70159.0,Lägenhet,,0
Sveagatan 29,Göteborgs kommun,Linné,64.9,2.0,4237.0,4175000.0,2022-03-31,0.0,64330.0,Lägenhet,,0
Sveagatan 23A,Göteborgs kommun,Linnéstaden,84.0,2.5,6020.0,6950000.0,2022-03-31,17.0,82738.0,Lägenhet,,0
Penselgatan 6,Göteborgs kommun,Centrala Hisingen,80.0,3.0,4811.0,4210000.0,2022-03-31,5.0,52625.0,Lägenhet,,0
Rambergsvägen 5C,Göteborgs kommun,Centrala Hisingen,38.0,1.0,3279.0,1650000.0,2022-03-31,0.0,43421.0,Lägenhet,,0
Orkestergatan 21,Göteborgs kommun,Kaverös,45.0,1.5,1865.0,1950000.0,2022-03-31,0.0,43333.0,Lägenhet,,0
Sixten Camps gata 6,Göteborgs kommun,Nya Gårda,50.0,2.0,3210.0,3460000.0,2022-03-31,10.0,69200.0,Lägenhet,,0
Musikvägen 24,Göteborgs kommun,Ruddalen,70.0,3.0,4255.0,2650000.0,2022-03-31,0.0,37857.0,Lägenhet,,0
Spaldingsgatan 9,Göteborgs kommun,Johanneberg,58.0,2.0,2743.0,3500000.0,2022-03-31,17.0,60345.0,Lägenhet,,0
Fritiof Anderssons gata 3,Göteborgs kommun,Eriksberg,79.6,3.0,3465.0,5000000.0,2022-03-31,3.0,62814.0,Lägenhet,,0
Noleredsvägen 34,Göteborgs kommun,Centralt,79.0,4.0,5456.0,4400000.0,2022-03-31,10.0,55696.0,Radhus,0.0,0
Långedragsvägen 61B,Göteborgs kommun,Långedrag - Hagen,156.0,6.0,,9200000.0,2022-03-31,3.0,58974.0,Villa,0.0,0
Nordhemsgatan 22A,Göteborgs kommun,Linnéstaden,83.0,3.0,3542.0,6250000.0,2022-03-31,6.0,75301.0,Lägenhet,,0
Mariagatan 13C,Göteborgs kommun,Kungsladugård,77.0,2.5,3785.0,4850000.0,2022-03-31,17.0,62987.0,Lägenhet,,0
Erlingsvägen 6,Göteborgs kommun,Centrala Hisingen - Kärrdalen,135.0,5.0,,6700000.0,2022-03-31,,49630.0,Villa,15.0,0
Prilyckegatan 373B,Göteborgs kommun,Hisings Kärra,93.5,4.0,4440.0,3510000.0,2022-03-31,,37540.0,Lägenhet,,0
Nordhemsgatan 65 B,Göteborgs kommun,Linnéstaden,39.0,2.0,2775.0,3920000.0,2022-03-31,24.0,100513.0,Lägenhet,,0
Silvermyntsgatan 20,Göteborgs kommun,Högsbo,67.0,3.0,4366.0,3200000.0,2022-03-31,12.0,47761.0,Lägenhet,,0
Sankt Pauligatan 40,Göteborgs kommun,Lunden,170.0,6.0,3939.0,6500000.0,2022-03-31,0.0,81250.0,Lägenhet,,0
Gyllenstensgatan 1,Göteborgs kommun,Kålltorp,61.0,2.0,2546.0,3210000.0,2022-03-30,9.0,52623.0,Lägenhet,,0
Herregårdsgärdet 9,Göteborgs kommun,Hjällbo,118.0,5.0,,3550000.0,2022-03-30,8.0,30085.0,Radhus,41.0,0
Värslevägen 41,Göteborgs kommun,Vita Fläcken,75.6,3.0,4642.0,2975000.0,2022-03-30,5.0,39352.0,Lägenhet,,0
Linnégatan 61,Göteborgs kommun,Linné,93.5,3.5,2904.0,9800000.0,2022-03-30,0.0,104813.0,Lägenhet,,0
Södra vägen 63,Göteborgs kommun,Lorensberg,75.0,3.0,3472.0,5200000.0,2022-03-30,11.0,69333.0,Lägenhet,,0
Långängen 8B,Göteborgs kommun,Centrala Hisingen,54.0,2.0,3353.0,2795000.0,2022-03-30,0.0,51759.0,Lägenhet,,0
Erisgatan 23,Göteborgs kommun,Bergsjön,68.0,3.0,3805.0,1975000.0,2022-03-30,4.0,29044.0,Lägenhet,,0
Hisingsgatan 10,Göteborgs kommun,Centrala Hisingen,42.0,1.5,3212.0,2300000.0,2022-03-30,2.0,54762.0,Lägenhet,,0
Föreningsgatan 18C,Göteborgs kommun,Vasastaden,66.0,2.0,4017.0,3580000.0,2022-03-30,3.0,54242.0,Lägenhet,,0
Doktor Forselius gata 16,Göteborgs kommun,Guldheden,120.0,6.0,7510.0,6075000.0,2022-03-30,,50625.0,Lägenhet,,0
Nordostpassagen 57,Göteborgs kommun,Linné,83.0,3.0,4284.0,5450000.0,2022-03-30,12.0,65663.0,Lägenhet,,0
Önskevädersgatan 19,Göteborgs kommun,Biskopsgården,55.9,2.0,3642.0,1460000.0,2022-03-30,13.0,26118.0,Lägenhet,,0
Väderbodarna 5,Göteborgs kommun,Hisingen,60.0,2.0,3676.0,1495000.0,2022-03-30,50.0,24917.0,Lägenhet,,0
Nilssonsberg 10,Göteborgs kommun,Linné,58.7,2.0,3166.0,3860000.0,2022-03-30,11.0,65758.0,Lägenhet,,0
Björklundavägen 12,Göteborgs kommun,Nya Hovås,67.0,2.0,3381.0,3760000.0,2022-03-30,26.0,56119.0,Lägenhet,,0
Ostgatan 14,Göteborgs kommun,Kallebäck,83.0,4.0,5764.0,3400000.0,2022-03-30,14.0,40964.0,Lägenhet,,0
Sankt Jörgens Allé 1,Göteborgs kommun,Centrala Hisingen,83.0,3.0,5317.0,3000000.0,2022-03-30,0.0,36145.0,Lägenhet,,0
Toleredsgatan 21,Göteborgs kommun,Slättadamm- C  Hisingen,53.0,2.0,4261.0,1995000.0,2022-03-30,0.0,37642.0,Lägenhet,,0
Gräddgatan 7,Göteborgs kommun,Kallebäck,67.5,3.0,4016.0,3400000.0,2022-03-30,,50370.0,Lägenhet,,0
Mölndalsvägen 87F,Göteborgs kommun,Johanneberg - Almedal,78.0,3.0,4031.0,4800000.0,2022-03-30,,61538.0,Lägenhet,,0
Killingegången 11,Göteborgs kommun,Långedrag - Hagen,169.0,6.0,,8250000.0,2022-03-30,7.0,48817.0,Radhus,8.0,0
Hvitfeldtsgatan 1,Göteborgs kommun,Kungshöjd,123.9,3.0,5891.0,8370000.0,2022-03-30,5.0,67554.0,Lägenhet,,0
Kransen 5,Göteborgs kommun,Strömmensberg,53.0,2.0,3242.0,2795000.0,2022-03-30,0.0,52736.0,Lägenhet,,0
Skolgatan 7A,Göteborgs kommun,Haga,77.9,3.0,6051.0,4760000.0,2022-03-30,16.0,61104.0,Lägenhet,,0
