address,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area,latitude,longitude,post_code,region
Haga Östergata 18,Göteborgs kommun,60.3,2.0,1992.0,4100000.0,2022-05-04,3.0,67993.0,Lägenhet,,0,57.6990167,11.9591225, 412 96,Haga
Haga Nygata 26,Göteborgs kommun,32.0,1.0,2088.0,3235000.0,2022-04-08,18.0,101094.0,Lägenhet,,0,57.6983572,11.9598959, 422 11,Haga
Östra Skansgatan 8B,Göteborgs kommun,66.3,2.0,5074.0,4200000.0,2022-04-06,9.0,63348.0,Lägenhet,,0,57.6996478,11.957472, 413 01,Haga
Skolgatan 7A,Göteborgs kommun,77.9,3.0,6051.0,4760000.0,2022-03-30,16.0,61104.0,Lägenhet,,0,57.6972357,11.9579416, 412 96,Haga
Skolgatan 7B,Göteborgs kommun,80.0,3.0,6188.0,4550000.0,2022-02-25,1.0,56875.0,Lägenhet,,0,57.6972357,11.9579416, 412 96,Haga
Skanstorget 5B,Göteborgs kommun,61.0,2.0,3069.0,5500000.0,2022-03-13,22.0,90164.0,Lägenhet,,0,57.6960638,11.9592431, 411 42,Haga
Skanstorget 7B,Göteborgs kommun,122.0,5.0,5037.0,7900000.0,2022-03-08,14.0,64754.0,Lägenhet,,0,57.6960638,11.9592431, 411 42,Haga
Skanstorget 6A,Göteborgs kommun,91.0,3.0,4588.0,8150000.0,2022-05-06,17.0,89560.0,Lägenhet,,0,57.6960638,11.9592431, 411 42,Haga
Gröna gatan 49,Göteborgs kommun,54.0,2.0,4050.0,2700000.0,2022-05-04,10.0,50000.0,Lägenhet,,0,57.6919604,11.9166627, 415 55,Majorna
Gröna Gatan 49,Göteborgs kommun,60.0,2.0,3665.0,2750000.0,2022-03-08,10.0,45833.0,Lägenhet,,0,57.6919604,11.9166627, 415 55,Majorna
Seglaregatan 4,Göteborgs kommun,63.7,2.5,5392.0,3200000.0,2022-04-29,7.0,50235.0,Lägenhet,,0,57.6909698,11.9201553, 415 55,Majorna
Seglaregatan 4,Göteborgs kommun,51.7,2.0,3827.0,2430000.0,2022-03-08,0.0,47002.0,Lägenhet,,0,57.6909698,11.9201553, 415 55,Majorna
Seglaregatan 4,Göteborgs kommun,37.3,1.0,3648.0,2210000.0,2022-03-02,13.0,59249.0,Lägenhet,,0,57.6909698,11.9201553, 415 55,Majorna
Seglaregatan 4,Göteborgs kommun,53.3,2.0,4219.0,2250000.0,2022-02-08,0.0,42214.0,Lägenhet,,0,57.6909698,11.9201553, 415 55,Majorna
Allmänna Vägen 52B,Göteborgs kommun,64.1,2.0,4039.0,4010000.0,2022-04-29,10.0,62559.0,Lägenhet,,0,57.6954758,11.9232286, 414 56,Majorna
Godhemsgatan 3D,Göteborgs kommun,55.0,2.0,2806.0,3550000.0,2022-04-28,1.0,64545.0,Lägenhet,,0,57.687715,11.9279198, 414 69,Majorna
Karl Johansgatan 62,Göteborgs kommun,47.0,2.0,3404.0,3300000.0,2022-04-28,16.0,70213.0,Lägenhet,,0,57.6954736,11.9223579, 414 56,Majorna
Karl johansgatan 62,Göteborgs kommun,48.0,2.0,3478.0,3100000.0,2022-03-25,11.0,64583.0,Lägenhet,,0,57.6954736,11.9223579, 414 56,Majorna
Karl Johansgatan 62,Göteborgs kommun,78.0,2.0,5652.0,4100000.0,2022-02-23,26.0,52564.0,Lägenhet,,0,57.6954736,11.9223579, 414 56,Majorna
Kabelgatan 18,Göteborgs kommun,54.0,2.0,4036.0,3125000.0,2022-04-27,9.0,57870.0,Lägenhet,,0,57.68910395,11.925245319958893, 414 70,Majorna
Blåsutgatan 19,Göteborgs kommun,61.0,2.0,3622.0,3000000.0,2022-04-22,13.0,49180.0,Lägenhet,,0,57.692851,11.9203676, 414 54,Majorna
Kabelgatan 39B,Göteborgs kommun,53.5,2.0,3887.0,3050000.0,2022-04-21,10.0,57009.0,Lägenhet,,0,57.6901646,11.9272639, 414 70,Majorna
Seglaregatan 10,Göteborgs kommun,53.0,2.0,3957.0,2625000.0,2022-04-20,17.0,49528.0,Lägenhet,,0,57.690012,11.9198018, 414 53,Majorna
Seglaregatan 10,Göteborgs kommun,63.7,2.0,5222.0,3325000.0,2022-03-06,15.0,52198.0,Lägenhet,,0,57.690012,11.9198018, 414 53,Majorna
Seglaregatan 10,Göteborgs kommun,50.5,2.0,3910.0,2375000.0,2022-03-01,4.0,47030.0,Lägenhet,,0,57.690012,11.9198018, 414 53,Majorna
Seglaregatan 10,Göteborgs kommun,53.3,2.0,3702.0,2375000.0,2022-02-18,3.0,44559.0,Lägenhet,,0,57.690012,11.9198018, 414 53,Majorna
Seglaregatan 10,Göteborgs kommun,53.3,2.0,4279.0,2800000.0,2022-02-09,12.0,52533.0,Lägenhet,,0,57.690012,11.9198018, 414 53,Majorna
Amiralitetsgatan 27C,Göteborgs kommun,29.0,1.0,2308.0,2100000.0,2022-04-13,6.0,72414.0,Lägenhet,,0,57.6950939,11.9270529, 414 56,Majorna
Kabelgatan 24,Göteborgs kommun,56.5,2.0,4109.0,3265000.0,2022-04-11,13.0,57788.0,Lägenhet,,0,57.688534849999996,11.926593772970325, 414 70,Majorna
Kabelgatan 24,Göteborgs kommun,56.5,2.0,4109.0,2825000.0,2022-04-06,11.0,50000.0,Lägenhet,,0,57.688534849999996,11.926593772970325, 414 70,Majorna
Gröna gatan 43,Göteborgs kommun,82.7,3.0,5018.0,3885000.0,2022-04-11,5.0,46977.0,Lägenhet,,0,57.6919958,11.9173652, 415 55,Majorna
Seglaregatan 17,Göteborgs kommun,85.2,3.0,5811.0,3675000.0,2022-04-08,5.0,43134.0,Lägenhet,,0,57.6914099,11.9195249, 414 53,Majorna
Seglaregatan 17,Göteborgs kommun,69.7,3.0,5176.0,2750000.0,2022-02-11,2.0,39455.0,Lägenhet,,0,57.6914099,11.9195249, 414 53,Majorna
Seglaregatan 35,Göteborgs kommun,37.3,1.0,3350.0,2200000.0,2022-04-08,10.0,58981.0,Lägenhet,,0,57.6904893,11.9194178, 415 55,Majorna
Seglaregatan 35,Göteborgs kommun,64.0,2.0,4126.0,2750000.0,2022-04-03,4.0,42969.0,Lägenhet,,0,57.6904893,11.9194178, 415 55,Majorna
Seglaregatan 35,Göteborgs kommun,64.0,2.0,4746.0,3050000.0,2022-03-28,5.0,47656.0,Lägenhet,,0,57.6904893,11.9194178, 415 55,Majorna
Seglaregatan 35,Göteborgs kommun,53.0,2.0,3754.0,2880000.0,2022-03-01,5.0,54340.0,Lägenhet,,0,57.6904893,11.9194178, 415 55,Majorna
Karl Johansgatan 92,Göteborgs kommun,61.0,2.0,2984.0,3400000.0,2022-04-05,14.0,55738.0,Lägenhet,,0,57.6932638,11.9183801, 415 55,Majorna
Kabelgatan 37E,Göteborgs kommun,54.0,2.0,3961.0,2750000.0,2022-04-02,6.0,50926.0,Lägenhet,,0,57.6893539,11.9274929, 414 70,Majorna
Vantgatan 3E,Göteborgs kommun,41.0,2.0,2989.0,2590000.0,2022-03-31,9.0,63171.0,Lägenhet,,0,57.6893868,11.925982, 414 70,Majorna
Vantgatan 3E,Göteborgs kommun,54.0,2.0,4026.0,2300000.0,2022-03-05,-3.0,42593.0,Lägenhet,,0,57.6893868,11.925982, 414 70,Majorna
Kabelgatan 15C,Göteborgs kommun,103.0,4.0,5892.0,5715000.0,2022-03-31,15.0,55485.0,Lägenhet,,0,57.691143,11.9236703, 414 54,Majorna
Vantgatan 1G,Göteborgs kommun,41.0,1.0,2889.0,2300000.0,2022-03-25,7.0,56098.0,Lägenhet,,0,57.6903666,11.9258136, 414 70,Majorna
Vantgatan 1G,Göteborgs kommun,54.0,2.0,3926.0,2980000.0,2022-03-09,5.0,55185.0,Lägenhet,,0,57.6903666,11.9258136, 414 70,Majorna
Kabelgatan 13F,Göteborgs kommun,50.1,2.0,4027.0,3125000.0,2022-03-24,9.0,62375.0,Lägenhet,,0,57.6916316,11.9231416, 414 54,Majorna
Blåsutgatan 21,Göteborgs kommun,61.0,3.0,3622.0,3365000.0,2022-03-24,18.0,55164.0,Lägenhet,,0,57.6928771,11.9206083, 414 54,Majorna
Vantgatan 2C,Göteborgs kommun,54.0,2.0,3926.0,3350000.0,2022-03-18,12.0,62037.0,Lägenhet,,0,57.6912674,11.9257774, 414 70,Majorna
Blåsutgatan 5,Göteborgs kommun,72.1,3.0,5116.0,3750000.0,2022-03-17,11.0,52011.0,Lägenhet,,0,57.6929619,11.9214006, 414 54,Majorna
Kabelgatan 39D,Göteborgs kommun,52.5,2.0,3915.0,3070000.0,2022-03-17,12.0,58476.0,Lägenhet,,0,57.6903806,11.9271031, 414 70,Majorna
Blåsutgatan 4,Göteborgs kommun,84.2,3.0,5748.0,5000000.0,2022-03-09,11.0,59382.0,Lägenhet,,0,57.6921009,11.9220637, 414 54,Majorna
Kabelgatan 35B,Göteborgs kommun,56.0,2.0,3998.0,2550000.0,2022-03-08,0.0,45536.0,Lägenhet,,0,57.688321,11.9270347, 414 70,Majorna
Toppsegelsgatan 1,Göteborgs kommun,26.3,1.0,1642.0,2000000.0,2022-03-06,3.0,76046.0,Lägenhet,,0,57.6925628,11.9257893, 414 56,Majorna
Gröna gatan 47,Göteborgs kommun,89.2,4.0,5159.0,4350000.0,2022-03-03,10.0,48767.0,Lägenhet,,0,57.6921278,11.9169422, 415 55,Majorna
Mariebergsgatan 13B,Göteborgs kommun,55.0,2.0,3437.0,3450000.0,2022-03-03,15.0,62727.0,Lägenhet,,0,57.6942743,11.9225176, 414 56,Majorna
Mors Backe 11,Göteborgs kommun,88.0,3.0,5030.0,6525000.0,2022-03-02,13.0,74148.0,Lägenhet,,0,57.6885184,11.9324392, 414 64,Majorna
Kabelgatan 30,Göteborgs kommun,56.5,2.0,4209.0,2800000.0,2022-03-02,4.0,49558.0,Lägenhet,,0,57.68978165,11.926824582987692, 414 70,Majorna
Blåsutgatan 1,Göteborgs kommun,82.4,3.0,5577.0,5250000.0,2022-03-01,40.0,63714.0,Lägenhet,,0,57.6926321,11.922288, 414 54,Majorna
Godhemsgatan 3G,Göteborgs kommun,59.0,2.0,3286.0,3250000.0,2022-03-01,2.0,55085.0,Lägenhet,,0,57.6876831,11.9274089, 414 69,Majorna
Karl Johansgatan 61,Göteborgs kommun,85.0,3.0,4861.0,5000000.0,2022-02-28,11.0,58824.0,Lägenhet,,0,57.6934444,11.9179871, 415 55,Majorna
Kabelgatan 39A,Göteborgs kommun,39.0,1.0,2843.0,2250000.0,2022-02-24,5.0,57692.0,Lägenhet,,0,57.690054,11.9273218, 414 70,Majorna
Blåsutgatan 2,Göteborgs kommun,33.0,1.0,2992.0,2150000.0,2022-02-23,6.0,65152.0,Lägenhet,,0,57.6921718,11.9226777, 414 54,Majorna
Kabelgatan 22,Göteborgs kommun,74.5,3.0,5504.0,5025000.0,2022-02-23,33.0,67450.0,Lägenhet,,0,57.688426899999996,11.925924337096772, 414 70,Majorna
Timmermansgatan 8,Göteborgs kommun,76.0,2.5,4624.0,4950000.0,2022-02-23,19.0,65132.0,Lägenhet,,0,57.6937916,11.9181718, 415 55,Majorna
Såggatan 35H,Göteborgs kommun,43.0,2.0,2924.0,3000000.0,2022-02-16,20.0,69767.0,Lägenhet,,0,57.6930549,11.9261592, 414 56,Majorna
Blåsutgatan 6,Göteborgs kommun,82.0,3.0,5681.0,5100000.0,2022-02-16,,62195.0,Lägenhet,,0,57.6920272,11.9214064, 414 54,Majorna
Såggatan 20E,Göteborgs kommun,109.0,5.0,6136.0,6000000.0,2022-02-16,0.0,55046.0,Lägenhet,,0,57.6950876,11.9264104, 414 56,Majorna
Blåsutgatan 8,Göteborgs kommun,84.2,3.0,5748.0,4825000.0,2022-02-15,38.0,57304.0,Lägenhet,,0,57.6919581,11.9207448, 414 54,Majorna
Seglaregatan 21,Göteborgs kommun,50.7,2.0,3971.0,2500000.0,2022-02-11,-2.0,49310.0,Lägenhet,,0,57.6908937,11.9184059, 414 53,Majorna
Godhemsgatan 3E,Göteborgs kommun,78.0,3.0,3866.0,5780000.0,2022-02-10,17.0,74103.0,Lägenhet,,0,57.6876138,11.9278814, 414 69,Majorna
Chapmansgatan 2,Göteborgs kommun,96.0,4.0,4205.0,6100000.0,2022-02-09,28.0,63542.0,Lägenhet,,0,57.6928946,11.9189882, 414 54,Majorna
Såggatan 35F,Göteborgs kommun,35.5,1.0,2373.0,2500000.0,2022-02-05,11.0,70423.0,Lägenhet,,0,57.6931504,11.9264763, 414 56,Majorna
Mors Backe 1,Göteborgs kommun,51.0,1.0,3317.0,2800000.0,2022-02-04,8.0,54902.0,Lägenhet,,0,57.6896747,11.9334545, 414 64,Majorna
Kommendörsgatan 12A,Göteborgs kommun,60.0,2.0,3891.0,3900000.0,2022-02-03,30.0,65000.0,Lägenhet,,0,57.6973702,11.9304767, 414 60,Majorna
Gröna gatan 65,Göteborgs kommun,41.2,2.0,3354.0,2400000.0,2022-05-06,7.0,58252.0,Lägenhet,,0,57.6916011,11.9160839, 415 55,Majorna
Kabelgatan 13A,Göteborgs kommun,70.6,3.0,5100.0,4250000.0,2022-05-06,13.0,60198.0,Lägenhet,,0,57.6920287,11.9228394, 414 54,Majorna
Toredalsgatan 56,Göteborgs kommun,100.0,4.0,,5100000.0,2022-05-04,-2.0,51000.0,Villa,70.0,0,57.7250743,11.9162366, 417 28,Kärrdalen
Vinlandsgatan 3E,Göteborgs kommun,130.0,5.0,,4660000.0,2022-04-27,17.0,35846.0,Radhus,0.0,0,57.73272245,11.918055374641684, 417 28,Kärrdalen
Toremossegatan 14,Göteborgs kommun,81.0,5.0,,4950000.0,2022-04-26,1.0,61111.0,Villa,55.0,0,57.729910200000006,11.908675896632314, 417 28,Kärrdalen
Lilla Björlandavägen 9,Göteborgs kommun,131.0,5.0,,6350000.0,2022-04-19,3.0,48473.0,Radhus,20.0,0,57.7401887,11.9002347, 417 29,Kärrdalen
Gisslefjällsvägen 15,Göteborgs kommun,145.0,4.0,,6800000.0,2022-04-14,6.0,46897.0,Villa,32.0,0,57.743041399999996,11.908573950000001, 417 29,Kärrdalen
Landamäresgatan 12,Göteborgs kommun,99.0,,,5150000.0,2022-04-09,10.0,52020.0,Villa,56.0,0,57.73184005,11.913512755836258, 417 28,Kärrdalen
Erlingsvägen 6,Göteborgs kommun,135.0,5.0,,6700000.0,2022-03-31,,49630.0,Villa,15.0,0,57.7407824,11.91811265, 417 47,Kärrdalen
Enebergsvägen 7,Göteborgs kommun,123.0,4.0,,4620000.0,2022-03-24,16.0,37561.0,Villa,57.0,0,57.737254899999996,11.907707049999996, 417 29,Kärrdalen
Eddabacken 6,Göteborgs kommun,115.0,4.0,,5400000.0,2022-03-11,,46957.0,Radhus,0.0,0,57.7391949,11.9025929, 417 29,Kärrdalen
Krabbeliderna 72,Göteborgs kommun,127.0,7.0,,6000000.0,2022-02-26,,47244.0,Villa,75.0,0,57.7381345,11.902605256927721, 417 29,Kärrdalen
Astrakangatan 2,Göteborgs kommun,73.0,5.0,,4735000.0,2022-02-22,18.0,64863.0,Radhus,31.0,0,57.730517,11.917503, 417 28,Kärrdalen
Krabbelyckan 3,Göteborgs kommun,218.0,8.0,,9000000.0,2022-02-18,,41284.0,Villa,40.0,0,57.73258695,11.908994818688928, 417 29,Kärrdalen
Snäckskalsvägen 36,Göteborgs kommun,99.0,7.0,,6110000.0,2022-02-18,11.0,61717.0,Villa,80.0,0,57.7444558,11.911718518339587, 417 29,Kärrdalen
Eddabacken 13,Göteborgs kommun,100.0,5.0,,6050000.0,2022-02-18,34.0,60500.0,Radhus,28.0,0,57.7390243,11.9036472, 417 29,Kärrdalen
Kärrdalsvägen 23,Göteborgs kommun,159.5,5.0,,7500000.0,2022-02-17,25.0,47022.0,Villa,95.0,0,57.7390678,11.913559779362881, 417 29,Kärrdalen
Toredalsgatan 67,Göteborgs kommun,67.0,5.0,,5250000.0,2022-02-15,8.0,78358.0,Villa,50.0,0,57.72680915,11.918197812097855, 417 28,Kärrdalen
Kung Sverres gata 2,Göteborgs kommun,120.0,7.0,,4850000.0,2022-02-06,,40417.0,Radhus,65.0,0,57.7286434,11.9086381, 418 70,Kärrdalen
Musikvägen 32,Göteborgs kommun,70.0,3.0,4139.0,2195000.0,2022-05-04,0.0,31357.0,Lägenhet,,0,57.6605663,11.9104687, 421 41,Ruddalen
Fiolgatan 4,Göteborgs kommun,91.5,4.0,6280.0,2650000.0,2022-04-20,-1.0,28962.0,Lägenhet,,0,57.6609081,11.913439, 421 41,Ruddalen
Fiolgatan 4,Göteborgs kommun,69.3,3.0,4950.0,2285000.0,2022-04-07,5.0,32973.0,Lägenhet,,0,57.6609081,11.913439, 421 41,Ruddalen
Fiolgatan 4,Göteborgs kommun,91.5,4.0,6280.0,2650000.0,2022-03-15,-5.0,28962.0,Lägenhet,,0,57.6609081,11.913439, 421 41,Ruddalen
Fiolgatan 10,Göteborgs kommun,55.5,2.0,4034.0,2250000.0,2022-04-19,13.0,40541.0,Lägenhet,,0,57.6597082,11.9125756, 421 41,Ruddalen
Fiolgatan 10,Göteborgs kommun,69.0,3.0,4890.0,2750000.0,2022-04-11,10.0,39855.0,Lägenhet,,0,57.6597082,11.9125756, 421 41,Ruddalen
Mandolingatan 9,Göteborgs kommun,83.0,4.0,4399.0,3200000.0,2022-04-13,16.0,38554.0,Lägenhet,,0,57.6576151,11.9159348, 421 44,Ruddalen
Mandolingatan 9,Göteborgs kommun,68.0,3.0,3725.0,2810000.0,2022-03-04,18.0,41324.0,Lägenhet,,0,57.6576151,11.9159348, 421 44,Ruddalen
Mandolingatan 11,Göteborgs kommun,46.5,2.0,2499.0,1950000.0,2022-04-06,10.0,41935.0,Lägenhet,,0,57.6573111,11.9166744, 421 44,Ruddalen
Musikvägen 24,Göteborgs kommun,70.0,3.0,4255.0,2650000.0,2022-03-31,0.0,37857.0,Lägenhet,,0,57.6610721,11.9107608, 421 41,Ruddalen
Mandolingatan 3,Göteborgs kommun,68.0,3.0,3643.0,2750000.0,2022-03-30,10.0,40441.0,Lägenhet,,0,57.6584689,11.9178951, 421 44,Ruddalen
Fagottgatan 10,Göteborgs kommun,59.5,2.0,3278.0,2275000.0,2022-03-19,4.0,38235.0,Lägenhet,,0,57.6596485,11.9164487, 421 39,Ruddalen
Mandolingatan 7,Göteborgs kommun,46.5,2.0,1953.0,2000000.0,2022-03-15,14.0,43011.0,Lägenhet,,0,57.6578842,11.9172915, 421 44,Ruddalen
Fiolgatan 2,Göteborgs kommun,55.5,2.0,4173.0,2250000.0,2022-03-10,13.0,40541.0,Lägenhet,,0,57.661401999999995,11.914179050000001, 421 41,Ruddalen
Fiolgatan 2,Göteborgs kommun,55.5,2.0,4173.0,2250000.0,2022-02-11,0.0,40541.0,Lägenhet,,0,57.661401999999995,11.914179050000001, 421 41,Ruddalen
Musikvägen 26,Göteborgs kommun,79.0,4.0,4659.0,3380000.0,2022-03-10,10.0,42785.0,Lägenhet,,0,57.6609517,11.9106222, 421 41,Ruddalen
Fagottgatan 4,Göteborgs kommun,68.0,3.0,3752.0,2700000.0,2022-03-05,14.0,39706.0,Lägenhet,,0,57.6587627,11.9171311, 421 39,Ruddalen
Musikvägen 28,Göteborgs kommun,70.0,3.0,4174.0,2410000.0,2022-03-05,5.0,34429.0,Lägenhet,,0,57.6608157,11.9105674, 421 41,Ruddalen
Gitarrgatan 1,Göteborgs kommun,55.5,2.0,4173.0,1800000.0,2022-02-18,20.0,32432.0,Lägenhet,,0,57.6609502,11.9149015, 421 41,Ruddalen
Gitarrgatan 1,Göteborgs kommun,70.7,3.0,4736.0,2220000.0,2022-05-05,2.0,31400.0,Lägenhet,,0,57.6609502,11.9149015, 421 41,Ruddalen
Fiolgatan 8,Göteborgs kommun,70.7,3.0,5012.0,2640000.0,2022-02-14,12.0,37341.0,Lägenhet,,0,57.660197,11.9120996, 421 41,Ruddalen
Fiolgatan 8,Göteborgs kommun,55.5,2.0,4034.0,2300000.0,2022-02-11,15.0,41441.0,Lägenhet,,0,57.660197,11.9120996, 421 41,Ruddalen
Fagottgatan 2,Göteborgs kommun,68.0,3.0,3671.0,2500000.0,2022-02-12,,36765.0,Lägenhet,,0,57.6590358,11.9183234, 421 39,Ruddalen
Fagottgatan 2,Göteborgs kommun,68.0,3.0,3643.0,2530000.0,2022-02-04,6.0,37206.0,Lägenhet,,0,57.6590358,11.9183234, 421 39,Ruddalen
Fagottgatan 6,Göteborgs kommun,83.0,4.0,4199.0,3300000.0,2022-02-11,,39759.0,Lägenhet,,0,57.6593794,11.9173649, 421 39,Ruddalen
Mandolingatan 5,Göteborgs kommun,83.0,4.0,4332.0,3300000.0,2022-02-09,10.0,39759.0,Lägenhet,,0,57.6581751,11.9165167, 421 44,Ruddalen
Gitarrgatan 3,Göteborgs kommun,69.3,3.0,4673.0,2395000.0,2022-02-08,9.0,34560.0,Lägenhet,,0,57.6605617,11.91515925, 421 41,Ruddalen
Norumsgärde 65,Göteborgs kommun,108.0,4.0,,3500000.0,2022-05-04,-7.0,32407.0,Radhus,54.0,0,57.7582429,11.9255363, 417 45,Tuve
Bäckedalsvägen 19,Göteborgs kommun,180.0,6.0,,7925000.0,2022-05-04,7.0,44028.0,Villa,130.0,0,57.73662915,11.936998572623274, 417 49,Tuve
Brunnehagen 71,Göteborgs kommun,118.0,5.0,,4610000.0,2022-04-30,7.0,39068.0,Radhus,0.0,0,57.7480922,11.924998, 417 47,Tuve
Almhöjdsvägen 80,Göteborgs kommun,178.0,7.0,,7300000.0,2022-04-28,13.0,41011.0,Radhus,105.0,0,57.7643973,11.9283407, 417 45,Tuve
Glöstorps röseväg 8,Göteborgs kommun,54.0,2.0,3113.0,2215000.0,2022-04-25,1.0,41019.0,Lägenhet,,0,57.752772750000005,11.916644154110873, 417 44,Tuve
Arvesgärde 3,Göteborgs kommun,62.0,2.0,4688.0,1950000.0,2022-04-21,9.0,31452.0,Lägenhet,,0,57.7536377,11.9215058, 417 44,Tuve
Arvesgärde 3,Göteborgs kommun,81.5,3.0,5749.0,2200000.0,2022-03-04,10.0,26994.0,Lägenhet,,0,57.7536377,11.9215058, 417 44,Tuve
Arvesgärde 26,Göteborgs kommun,37.5,1.0,3068.0,1450000.0,2022-04-21,-3.0,38667.0,Lägenhet,,0,57.7511904,11.9206099, 417 44,Tuve
Håkansdal 86,Göteborgs kommun,183.0,9.0,,7000000.0,2022-04-18,,38251.0,Villa,105.0,0,57.744534200000004,11.933861510697765, 418 71,Tuve
Glöstorpsvägen 14D,Göteborgs kommun,84.0,4.0,4837.0,3700000.0,2022-04-14,,44048.0,Lägenhet,,0,57.753263,11.9326015, 417 48,Tuve
Arvesgärde 29,Göteborgs kommun,62.0,2.0,4359.0,1650000.0,2022-04-13,10.0,26613.0,Lägenhet,,0,57.7514967,11.9192044, 417 44,Tuve
Ankarhjelmsvägen 14,Göteborgs kommun,130.0,10.0,,6370000.0,2022-04-13,28.0,49000.0,Villa,130.0,0,57.754993600000006,11.932579898242086, 417 45,Tuve
Brunnehagen 46,Göteborgs kommun,61.5,2.0,4234.0,1950000.0,2022-04-13,5.0,31707.0,Lägenhet,,0,57.7484801,11.925445, 417 47,Tuve
Västra Gunnesgärde 41,Göteborgs kommun,65.0,2.0,3875.0,2175000.0,2022-04-12,12.0,33462.0,Lägenhet,,0,57.7518767,11.9316418, 417 45,Tuve
Arvesgärde 2,Göteborgs kommun,62.0,2.0,4714.0,1900000.0,2022-04-10,6.0,30645.0,Lägenhet,,0,57.7539526,11.9209371, 417 44,Tuve
Arvesgärde 2,Göteborgs kommun,37.5,1.0,3150.0,1450000.0,2022-03-23,0.0,38667.0,Lägenhet,,0,57.7539526,11.9209371, 417 44,Tuve
Brunnehagen 12,Göteborgs kommun,80.0,3.5,5135.0,2520000.0,2022-04-07,7.0,31500.0,Lägenhet,,0,57.7499904,11.9254039, 417 47,Tuve
Norumsgärde 110,Göteborgs kommun,108.0,5.0,,4990000.0,2022-04-07,26.0,46204.0,Radhus,42.0,0,57.7589433,11.9235598, 417 45,Tuve
Brunnehagen 27,Göteborgs kommun,62.0,2.0,3629.0,1960000.0,2022-04-06,,31613.0,Lägenhet,,0,57.7494091,11.9257459, 417 47,Tuve
Åslyckevägen 10,Göteborgs kommun,108.0,5.0,,5550000.0,2022-04-05,1.0,51389.0,Villa,73.0,0,57.7546428,11.935752100462013, 417 48,Tuve
Brunnehagen 54,Göteborgs kommun,43.5,1.0,3354.0,1450000.0,2022-03-24,0.0,33333.0,Lägenhet,,0,57.7486035,11.924367, 417 47,Tuve
Gunnestorpsvägen 119,Göteborgs kommun,89.2,3.0,4721.0,3650000.0,2022-03-20,,40919.0,Lägenhet,,0,57.7505173,11.928604, 417 47,Tuve
Glöstorpsvägen 12C,Göteborgs kommun,84.0,4.0,4837.0,3700000.0,2022-03-19,,44048.0,Lägenhet,,0,57.7531923,11.9331457, 417 48,Tuve
Brunnehagen 47,Göteborgs kommun,62.0,2.0,4258.0,2050000.0,2022-03-18,4.0,33065.0,Lägenhet,,0,57.7486922,11.9253449, 417 47,Tuve
Herman Anderssons Väg 7,Göteborgs kommun,54.6,2.0,3091.0,2600000.0,2022-03-18,,47619.0,Lägenhet,,0,57.7507055,11.9294417, 417 47,Tuve
Arvesgärde 19,Göteborgs kommun,65.5,2.0,4445.0,2100000.0,2022-03-12,5.0,32061.0,Lägenhet,,0,57.7509929,11.9230292, 417 44,Tuve
Lilla Mosstuvevägen 4,Göteborgs kommun,110.0,5.0,,6700000.0,2022-03-09,29.0,60909.0,Radhus,28.0,0,57.7524374,11.9368851, 417 48,Tuve
Arvesgärde 38,Göteborgs kommun,81.0,3.0,5205.0,3100000.0,2022-03-09,7.0,38272.0,Lägenhet,,0,57.7528563,11.9217901, 417 44,Tuve
Glöstorps Röseväg 10,Göteborgs kommun,85.0,4.0,4572.0,3625000.0,2022-03-01,,42647.0,Lägenhet,,0,57.7531163,11.917204479522901, 417 44,Tuve
Arvesgärde 34,Göteborgs kommun,81.5,3.0,5205.0,3000000.0,2022-02-28,11.0,36810.0,Lägenhet,,0,57.7526617,11.9197194, 417 44,Tuve
Arves Marias Väg 16,Göteborgs kommun,100.0,4.0,5655.0,4000000.0,2022-02-25,3.0,40000.0,Lägenhet,,0,57.7504494,11.9296612, 417 45,Tuve
Arvesgärde 5,Göteborgs kommun,37.5,2.0,3070.0,1550000.0,2022-02-22,0.0,41333.0,Lägenhet,,0,57.7535519,11.9222675, 417 44,Tuve
Brunnehagen 30,Göteborgs kommun,80.0,3.0,5135.0,2500000.0,2022-02-16,10.0,31250.0,Lägenhet,,0,57.7492362,11.9252567, 417 47,Tuve
Nolehultsvägen 3,Göteborgs kommun,61.0,2.0,3470.0,2650000.0,2022-02-10,,43443.0,Lägenhet,,0,57.7543131,11.9286764, 417 45,Tuve
Håkansdal 68,Göteborgs kommun,184.0,8.0,,7500000.0,2022-02-08,,40761.0,Villa,105.0,0,57.74499135,11.932851137868749, 418 71,Tuve
Glöstorpsvägen 16N,Göteborgs kommun,84.0,4.0,5763.0,3800000.0,2022-02-07,,45238.0,Lägenhet,,0,57.7528689,11.9316319, 417 48,Tuve
Västra Gunnesgärde 11,Göteborgs kommun,69.0,2.0,4086.0,1925000.0,2022-02-04,4.0,27899.0,Lägenhet,,0,57.750168,11.933135, 417 47,Tuve
Planåsvägen 11,Göteborgs kommun,121.0,4.0,,6850000.0,2022-02-04,7.0,56612.0,Villa,37.0,0,57.7394123,11.936628630878374, 417 49,Tuve
Bäcktuvevägen 14,Göteborgs kommun,82.0,3.0,,4610000.0,2022-02-03,18.0,56220.0,Villa,62.0,0,57.7372015,11.9412625, 417 49,Tuve
