address,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area,latitude,longitude,post_code,region
Vidblicksgatan 3,Göteborgs kommun,73.0,3.0,3602.0,5850000.0,2022-05-05,0.0,80137.0,Lägenhet,,0,57.6917781,11.9789828, 411 32,Johanneberg
Viktor Rydbergsgatan 46,Göteborgs kommun,66.0,2.0,3775.0,5000000.0,2022-05-04,,75758.0,Lägenhet,,0,57.69145435,11.98130980332257, 411 32,Johanneberg
Örnehufvudsgatan 17,Göteborgs kommun,50.0,2.0,3250.0,3450000.0,2022-05-01,2.0,69000.0,Lägenhet,,0,57.6868327,11.9841505, 412 59,Johanneberg
Eklandagatan 67A,Göteborgs kommun,45.0,2.0,2397.0,2900000.0,2022-05-01,12.0,64444.0,Lägenhet,,0,57.6860255,11.9824566, 412 59,Johanneberg
Eklandagatan 67A,Göteborgs kommun,36.0,1.5,1976.0,3000000.0,2022-03-08,22.0,83333.0,Lägenhet,,0,57.6860255,11.9824566, 412 59,Johanneberg
Frida Hjertbergs Gata 14,Göteborgs kommun,52.5,2.0,2146.0,4050000.0,2022-05-01,4.0,77143.0,Lägenhet,,0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs gata 1,Göteborgs kommun,62.5,2.0,2596.0,3875000.0,2022-03-21,0.0,62000.0,Lägenhet,,0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 2,Göteborgs kommun,81.0,3.0,3342.0,6000000.0,2022-03-17,9.0,74074.0,Lägenhet,,0,57.6874807,11.9860839, 412 81,Johanneberg
Frida Hjertbergs Gata 1,Göteborgs kommun,50.0,2.0,2077.0,4100000.0,2022-03-13,,82000.0,Lägenhet,,0,57.6874807,11.9860839, 412 81,Johanneberg
Eklandagatan 23C,Göteborgs kommun,52.5,3.0,3657.0,3450000.0,2022-04-28,0.0,65714.0,Lägenhet,,0,57.6924383,11.9868197, 412 81,Johanneberg
Lemansgatan 6,Göteborgs kommun,62.0,2.0,3862.0,3850000.0,2022-04-27,10.0,62097.0,Lägenhet,,0,57.688134649999995,11.986116804952427, 412 81,Johanneberg
Lemansgatan 6,Göteborgs kommun,69.0,3.0,4139.0,4680000.0,2022-04-22,8.0,67826.0,Lägenhet,,0,57.688134649999995,11.986116804952427, 412 81,Johanneberg
Spaldingsgatan 1,Göteborgs kommun,69.0,3.0,3932.0,4100000.0,2022-04-27,,59420.0,Lägenhet,,0,57.68933275,11.983195850000001, 412 59,Johanneberg
Volrat Thamsgatan 7B,Göteborgs kommun,37.5,1.5,2311.0,2975000.0,2022-04-26,19.0,79333.0,Lägenhet,,0,57.6909611,11.9860585, 412 60,Johanneberg
Gibraltargatan 58,Göteborgs kommun,46.0,1.0,2319.0,2900000.0,2022-04-26,12.0,63043.0,Lägenhet,,0,57.6872167,11.9829304, 412 59,Johanneberg
Gibraltargatan 58,Göteborgs kommun,48.0,2.0,2583.0,3180000.0,2022-04-03,10.0,66250.0,Lägenhet,,0,57.6872167,11.9829304, 412 59,Johanneberg
Volrat Thamsgatan 15,Göteborgs kommun,24.8,1.0,1888.0,2700000.0,2022-04-24,,108871.0,Lägenhet,,0,57.6906639,11.9867383, 412 60,Johanneberg
Volrat Thamsgatan 15,Göteborgs kommun,25.2,1.0,1905.0,2775000.0,2022-02-23,17.0,110119.0,Lägenhet,,0,57.6906639,11.9867383, 412 60,Johanneberg
Gibraltargatan 21E,Göteborgs kommun,26.0,1.0,1411.0,2470000.0,2022-04-22,8.0,95000.0,Lägenhet,,0,57.6860885,11.9831636, 412 59,Johanneberg
Gibraltargatan 21E,Göteborgs kommun,45.5,2.0,2512.0,3200000.0,2022-04-14,,70330.0,Lägenhet,,0,57.6860885,11.9831636, 412 59,Johanneberg
Vidblicksgatan 1,Göteborgs kommun,91.0,3.0,4344.0,6700000.0,2022-04-22,2.0,73626.0,Lägenhet,,0,57.6916483,11.978688669999993, 411 32,Johanneberg
Rosensköldsgatan 9,Göteborgs kommun,29.0,1.0,1800.0,2650000.0,2022-04-21,11.0,91379.0,Lägenhet,,0,57.6891106,11.9822309, 412 59,Johanneberg
Teknologgatan 5,Göteborgs kommun,31.0,2.0,1147.0,3100000.0,2022-04-20,4.0,100000.0,Lägenhet,,0,57.69385795,11.97793766638258, 411 32,Johanneberg
Gibraltargatan 19C,Göteborgs kommun,39.0,2.0,2137.0,2800000.0,2022-04-14,8.0,71795.0,Lägenhet,,0,57.686907,11.9824284, 412 59,Johanneberg
Pontus Wiknersgatan 7,Göteborgs kommun,81.0,3.0,4061.0,6550000.0,2022-04-13,18.0,80864.0,Lägenhet,,0,57.69302715,11.980254750000002, 411 32,Johanneberg
Eklandagatan 41B,Göteborgs kommun,69.0,2.5,3294.0,4500000.0,2022-04-13,,65217.0,Lägenhet,,0,57.6909801,11.9877773, 412 81,Johanneberg
Eklandagatan 41B,Göteborgs kommun,52.2,2.0,2597.0,3350000.0,2022-03-16,12.0,64176.0,Lägenhet,,0,57.6909801,11.9877773, 412 81,Johanneberg
Spaldingsgatan 9,Göteborgs kommun,70.0,3.0,3241.0,5350000.0,2022-04-13,,76429.0,Lägenhet,,0,57.6885086,11.9831363, 412 59,Johanneberg
Spaldingsgatan 9,Göteborgs kommun,58.0,2.0,2743.0,3500000.0,2022-03-31,17.0,60345.0,Lägenhet,,0,57.6885086,11.9831363, 412 59,Johanneberg
Olof Rudbecksgatan 17,Göteborgs kommun,52.0,2.0,2936.0,3650000.0,2022-04-12,,70192.0,Lägenhet,,0,57.6915888,11.9856878, 412 60,Johanneberg
Eklandagatan 45B,Göteborgs kommun,47.0,1.5,2730.0,3175000.0,2022-04-08,23.0,67553.0,Lägenhet,,0,57.6903662,11.9879554, 412 81,Johanneberg
Eklandagatan 45B,Göteborgs kommun,37.0,1.0,2240.0,3100000.0,2022-02-28,,83784.0,Lägenhet,,0,57.6903662,11.9879554, 412 81,Johanneberg
Eklandagatan 41A,Göteborgs kommun,38.4,1.0,1973.0,2900000.0,2022-04-06,8.0,75521.0,Lägenhet,,0,57.691133,11.987705, 412 81,Johanneberg
Gibraltargatan 21B,Göteborgs kommun,45.5,2.0,2420.0,3215000.0,2022-03-24,17.0,70659.0,Lägenhet,,0,57.6864106,11.982878, 412 59,Johanneberg
Gibraltargatan 21B,Göteborgs kommun,45.5,2.0,2475.0,3000000.0,2022-03-01,9.0,65934.0,Lägenhet,,0,57.6864106,11.982878, 412 59,Johanneberg
Engdahlsgatan 4,Göteborgs kommun,43.0,2.0,2382.0,3220000.0,2022-03-24,24.0,74884.0,Lägenhet,,0,57.6871248,11.9814348, 412 59,Johanneberg
Gibraltargatan 66,Göteborgs kommun,65.0,3.0,3459.0,4400000.0,2022-03-24,13.0,67692.0,Lägenhet,,0,57.6863722,11.9836748, 412 59,Johanneberg
Gibraltargatan 64,Göteborgs kommun,71.0,3.0,4233.0,4550000.0,2022-03-23,,64085.0,Lägenhet,,0,57.6865185,11.983547, 412 59,Johanneberg
Gibraltargatan 64,Göteborgs kommun,53.0,2.0,3428.0,3775000.0,2022-02-11,9.0,71226.0,Lägenhet,,0,57.6865185,11.983547, 412 59,Johanneberg
Gibraltargatan 18,Göteborgs kommun,115.0,3.0,5673.0,8200000.0,2022-03-23,0.0,71304.0,Lägenhet,,0,57.6922969,11.9779161, 411 32,Johanneberg
Gibraltargatan 18,Göteborgs kommun,94.0,3.0,4426.0,7825000.0,2022-03-17,14.0,83245.0,Lägenhet,,0,57.6922969,11.9779161, 411 32,Johanneberg
Pontus Wiknersgatan 9,Göteborgs kommun,69.0,3.0,4064.0,5100000.0,2022-03-16,,73913.0,Lägenhet,,0,57.69278865,11.980757432758214, 411 32,Johanneberg
Kjellbergsgatan 8,Göteborgs kommun,83.0,3.0,3071.0,5900000.0,2022-03-15,,71084.0,Lägenhet,,0,57.69378165,11.977749186634917, 411 32,Johanneberg
Olof Rudbecksgatan 15,Göteborgs kommun,51.5,2.0,3588.0,3650000.0,2022-03-10,0.0,70874.0,Lägenhet,,0,57.6914758,11.9858126, 412 60,Johanneberg
Olof rudbecksgatan 15,Göteborgs kommun,51.5,2.0,3588.0,3650000.0,2022-02-04,0.0,70874.0,Lägenhet,,0,57.6914758,11.9858126, 412 60,Johanneberg
Vidblicksgatan 8,Göteborgs kommun,68.0,2.0,4067.0,5300000.0,2022-03-04,0.0,77941.0,Lägenhet,,0,57.69221425,11.979164788107274, 411 32,Johanneberg
Sylvestergatan 10,Göteborgs kommun,115.0,3.0,4368.0,9000000.0,2022-03-02,10.0,78261.0,Lägenhet,,0,57.69283095,11.978348367093128, 411 32,Johanneberg
Gibraltargatan 4,Göteborgs kommun,65.0,2.0,2120.0,4450000.0,2022-02-24,14.0,68462.0,Lägenhet,,0,57.6938346,11.9764877, 411 32,Johanneberg
Gibraltargatan 38,Göteborgs kommun,80.0,3.0,4871.0,4300000.0,2022-02-24,0.0,53750.0,Lägenhet,,0,57.6893558,11.9810027, 412 59,Johanneberg
Lindströmsgatan 3D,Göteborgs kommun,45.0,2.0,2397.0,3160000.0,2022-02-23,17.0,70222.0,Lägenhet,,0,57.685952,11.9817761, 412 59,Johanneberg
Palmstedtsgatan 3B,Göteborgs kommun,55.0,2.0,3683.0,3850000.0,2022-02-23,13.0,70000.0,Lägenhet,,0,57.6900101,11.9813256, 412 58,Johanneberg
Aschebergsgatan 7A,Göteborgs kommun,33.0,1.0,1136.0,2950000.0,2022-02-10,,89394.0,Lägenhet,,0,57.6913601,11.9737814, 411 33,Johanneberg
Sixten Camps gata 8,Göteborgs kommun,86.0,3.0,5004.0,4680000.0,2022-05-05,8.0,54419.0,Lägenhet,,0,57.7109688,11.9933452, 416 64,Stampen
Sixten Camps gata 6,Göteborgs kommun,50.0,2.0,3210.0,3460000.0,2022-03-31,10.0,69200.0,Lägenhet,,0,57.7109688,11.9933452, 416 64,Stampen
Sixten Camps gata 8,Göteborgs kommun,91.0,4.0,5316.0,6000000.0,2022-03-25,9.0,65934.0,Lägenhet,,0,57.7109688,11.9933452, 416 64,Stampen
Sixten Camps gata 6,Göteborgs kommun,50.0,2.0,3210.0,2990000.0,2022-03-09,0.0,59800.0,Lägenhet,,0,57.7109688,11.9933452, 416 64,Stampen
Stampgatan 62,Göteborgs kommun,60.3,2.0,3051.0,3460000.0,2022-05-04,9.0,57380.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 58c,Göteborgs kommun,59.5,2.0,2760.0,3100000.0,2022-04-29,27.0,52101.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 64,Göteborgs kommun,97.4,4.0,4405.0,5900000.0,2022-04-14,10.0,60575.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 60A,Göteborgs kommun,96.0,4.0,4015.0,5280000.0,2022-04-07,18.0,55000.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 64,Göteborgs kommun,70.3,3.0,3657.0,5000000.0,2022-04-04,12.0,71124.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 58B,Göteborgs kommun,98.0,3.0,4114.0,6100000.0,2022-03-14,16.0,62245.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 56B,Göteborgs kommun,81.7,3.0,3472.0,4200000.0,2022-03-09,9.0,51408.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 62,Göteborgs kommun,83.6,4.0,3944.0,5450000.0,2022-03-01,16.0,65191.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 66,Göteborgs kommun,63.0,2.0,2965.0,3350000.0,2022-02-09,0.0,53175.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Stampgatan 56A,Göteborgs kommun,63.9,3.0,2869.0,3595000.0,2022-02-03,7.0,56260.0,Lägenhet,,0,57.7091255,11.9872229, 411 01,Stampen
Sixten Camps gata 2,Göteborgs kommun,101.5,4.0,4333.0,6500000.0,2022-04-29,,64039.0,Lägenhet,,0,57.7111089,11.9931515, 416 64,Stampen
Sixten Camps Gata 2,Göteborgs kommun,76.0,3.0,3712.0,4800000.0,2022-03-15,10.0,63158.0,Lägenhet,,0,57.7111089,11.9931515, 416 64,Stampen
Anders Personsgatan 11,Göteborgs kommun,80.0,3.0,4927.0,4600000.0,2022-04-26,8.0,57500.0,Lägenhet,,0,57.7096595,11.9938942, 416 48,Stampen
Friggagatan 5A,Göteborgs kommun,83.0,3.0,4024.0,4720000.0,2022-04-21,8.0,56867.0,Lägenhet,,0,57.7102428,11.986299, 411 01,Stampen
Ranängsgatan 6,Göteborgs kommun,58.0,2.0,3937.0,2975000.0,2022-04-13,3.0,51293.0,Lägenhet,,0,57.7117578,11.9928549, 416 64,Stampen
Sixten Camps Gata 10,Göteborgs kommun,79.0,3.0,3916.0,4590000.0,2022-04-13,0.0,58101.0,Lägenhet,,0,57.7108484,11.9940235, 416 64,Stampen
Sixten Camps Gata 10,Göteborgs kommun,80.0,3.0,3916.0,5000000.0,2022-03-31,12.0,62500.0,Lägenhet,,0,57.7108484,11.9940235, 416 64,Stampen
Sixten Camps gata 10,Göteborgs kommun,86.0,3.0,4190.0,4920000.0,2022-03-24,12.0,57209.0,Lägenhet,,0,57.7108484,11.9940235, 416 64,Stampen
Garverigatan 7,Göteborgs kommun,58.0,2.0,3117.0,2975000.0,2022-04-13,0.0,51293.0,Lägenhet,,0,57.7126915,11.9919584, 416 64,Stampen
Friggagatan 3C,Göteborgs kommun,62.2,3.0,3196.0,3700000.0,2022-04-12,10.0,59486.0,Lägenhet,,0,57.7134706,11.9916173, 416 49,Stampen
Friggagatan 3C,Göteborgs kommun,96.9,4.0,4794.0,6050000.0,2022-03-29,13.0,62436.0,Lägenhet,,0,57.7134706,11.9916173, 416 49,Stampen
Friggagatan 3C,Göteborgs kommun,96.9,4.0,4794.0,5475000.0,2022-02-18,12.0,56502.0,Lägenhet,,0,57.7134706,11.9916173, 416 49,Stampen
Stampgatan 42,Göteborgs kommun,59.0,2.0,3017.0,2850000.0,2022-03-31,-5.0,48305.0,Lägenhet,,0,57.708002,11.9859271, 411 01,Stampen
Karin Boyes Gata 4,Göteborgs kommun,53.0,2.0,3201.0,3000000.0,2022-03-10,21.0,56604.0,Lägenhet,,0,57.7084769,11.9818613, 411 02,Stampen
Alströmergatan 3B,Göteborgs kommun,63.0,2.0,3658.0,3725000.0,2022-02-23,13.0,59127.0,Lägenhet,,0,57.7108657,11.9882808, 411 01,Stampen
Sixten Camps Gata 14,Göteborgs kommun,68.0,3.0,3403.0,4175000.0,2022-02-09,8.0,61397.0,Lägenhet,,0,57.7106521,11.994686, 416 64,Stampen
Sixten Camps gata 4,Göteborgs kommun,89.0,3.0,4094.0,4950000.0,2022-02-03,,55618.0,Lägenhet,,0,57.7110077,11.9934837, 416 64,Stampen
Skillnadsgatan 58B,Göteborgs kommun,48.0,2.0,3195.0,2860000.0,2022-05-05,17.0,59583.0,Lägenhet,,0,57.7031026,12.0148171, 412 72,Kärralund
Skillnadsgatan 58B,Göteborgs kommun,48.0,2.0,3484.0,3285000.0,2022-04-12,13.0,68438.0,Lägenhet,,0,57.7031026,12.0148171, 412 72,Kärralund
Iskällareliden 1B,Göteborgs kommun,70.0,3.0,4323.0,5150000.0,2022-05-05,,73571.0,Lägenhet,,0,57.7008344,12.0210555, 412 49,Kärralund
Birkagatan 22C,Göteborgs kommun,9.0,3.0,2848.0,5100000.0,2022-05-05,23.0,82258.0,Lägenhet,,0,57.7063821,12.0227578, 416 54,Kärralund
Lillatorpsgatan 1A,Göteborgs kommun,47.0,2.0,2350.0,2815000.0,2022-05-02,10.0,59894.0,Lägenhet,,0,57.7053506,12.0256076, 416 54,Kärralund
Carl Larssonsgatan 6C,Göteborgs kommun,35.5,1.0,2706.0,2610000.0,2022-04-28,16.0,73521.0,Lägenhet,,0,57.7030479,12.0189157, 412 72,Kärralund
Birkagatan 20,Göteborgs kommun,79.0,3.5,3845.0,5200000.0,2022-04-27,19.0,65823.0,Lägenhet,,0,57.7052836,12.0234364, 416 54,Kärralund
Lillatorpsgatan 3B,Göteborgs kommun,51.0,1.5,2350.0,2900000.0,2022-04-25,14.0,56863.0,Lägenhet,,0,57.7047106,12.0255509, 416 54,Kärralund
Iskällareliden 11A,Göteborgs kommun,54.5,2.0,3375.0,3450000.0,2022-04-23,,63303.0,Lägenhet,,0,57.6991348,12.0226622, 412 49,Kärralund
Anders Zornsgatan 21D,Göteborgs kommun,53.0,2.0,3622.0,3150000.0,2022-04-18,9.0,59434.0,Lägenhet,,0,57.7038907,12.0175919, 412 72,Kärralund
Daltorpsgatan 44,Göteborgs kommun,167.0,7.0,,9700000.0,2022-04-12,9.0,58084.0,Radhus,54.0,0,57.7036516,12.01570465, 412 72,Kärralund
Anders Zornsgatan 23C,Göteborgs kommun,58.0,2.0,3914.0,3600000.0,2022-04-12,11.0,62069.0,Lägenhet,,0,57.7025066,12.0157575, 412 72,Kärralund
Iskällareliden 7B,Göteborgs kommun,56.5,2.0,3496.0,3800000.0,2022-04-11,,67257.0,Lägenhet,,0,57.699754,12.0219464, 412 49,Kärralund
Arosgatan 10,Göteborgs kommun,123.0,5.0,,7900000.0,2022-04-11,,64228.0,Villa,80.0,0,57.708581,12.0215412, 416 56,Kärralund
Iskällareliden 5B,Göteborgs kommun,56.0,2.0,3465.0,3700000.0,2022-04-08,10.0,66071.0,Lägenhet,,0,57.700052,12.0217764, 412 49,Kärralund
Månskäregatan 3B,Göteborgs kommun,56.0,2.0,3617.0,3650000.0,2022-04-06,4.0,65179.0,Lägenhet,,0,57.7033978,12.0184466, 412 72,Kärralund
Sten-Åke Cederhöks Gata 1B,Göteborgs kommun,68.0,2.5,3671.0,5400000.0,2022-04-05,9.0,79412.0,Lägenhet,,0,57.6996579,12.0170253, 412 49,Kärralund
Graffmansgatan 6,Göteborgs kommun,136.0,5.0,,9600000.0,2022-03-30,14.0,70588.0,Radhus,59.0,0,57.7032199,12.01392447433155, 412 72,Kärralund
Birkagatan 45B,Göteborgs kommun,52.0,2.0,3720.0,3100000.0,2022-03-24,5.0,59615.0,Lägenhet,,0,57.7066892,12.0223304, 416 54,Kärralund
Barbro Hörbergs Gata 3,Göteborgs kommun,84.5,3.0,3571.0,6600000.0,2022-03-18,2.0,78107.0,Lägenhet,,0,57.6991589,12.0161251, 412 49,Kärralund
Barbro Hörbergs Gata 9,Göteborgs kommun,52.5,2.0,2575.0,4325000.0,2022-03-02,3.0,82381.0,Lägenhet,,0,57.6991589,12.0161251, 412 49,Kärralund
Göketorpsgatan 34,Göteborgs kommun,102.0,5.0,5873.0,6700000.0,2022-03-17,,65686.0,Lägenhet,,0,57.7061994,12.0217696, 416 56,Kärralund
Birkagatan 16B,Göteborgs kommun,54.0,2.0,3712.0,3200000.0,2022-03-15,,59259.0,Lägenhet,,0,57.7067075,12.0229482, 416 54,Kärralund
Birkagatan 16B,Göteborgs kommun,54.0,2.0,3712.0,3250000.0,2022-03-10,,60185.0,Lägenhet,,0,57.7067075,12.0229482, 416 54,Kärralund
Daltorpsgatan 47B,Göteborgs kommun,53.0,2.0,3424.0,3400000.0,2022-03-05,14.0,64151.0,Lägenhet,,0,57.7034025,12.0158646, 412 72,Kärralund
Carl Larssonsgatan 5D,Göteborgs kommun,35.5,1.0,2640.0,2250000.0,2022-02-28,7.0,63380.0,Lägenhet,,0,57.7028402,12.019504, 412 72,Kärralund
Sten-Åke Cederhöks Gata 3B,Göteborgs kommun,49.0,2.0,2767.0,4050000.0,2022-02-15,5.0,82653.0,Lägenhet,,0,57.699159,12.0176009, 412 49,Kärralund
Birkagatan 43A,Göteborgs kommun,36.0,1.0,2782.0,2435000.0,2022-02-09,16.0,67639.0,Lägenhet,,0,57.7073209,12.0221715, 416 54,Kärralund
Skillnadsgatan 58A,Göteborgs kommun,48.0,2.0,3484.0,2920000.0,2022-02-09,6.0,60833.0,Lägenhet,,0,57.7031855,12.0148221, 412 72,Kärralund
Carl larssonsgatan 5A,Göteborgs kommun,50.5,2.0,3713.0,3200000.0,2022-02-04,,63366.0,Lägenhet,,0,57.702772,12.0190678, 412 72,Kärralund
Fyrmästaregången 16,Göteborgs kommun,31.0,1.0,1970.0,2400000.0,2022-05-05,12.0,77419.0,Lägenhet,,0,57.6970269,11.9415348, 413 16,Masthugget
Vaktmästaregången 3,Göteborgs kommun,61.5,2.0,3523.0,3150000.0,2022-05-05,6.0,51220.0,Lägenhet,,0,57.6957109,11.9404325, 413 16,Masthugget
Hjorthagsgatan 10D,Göteborgs kommun,40.6,2.0,2743.0,3060000.0,2022-05-05,23.0,75369.0,Lägenhet,,0,57.6944307,11.9378163, 413 16,Masthugget
Vaktmästaregången 13,Göteborgs kommun,73.0,3.0,4102.0,5000000.0,2022-05-04,35.0,68493.0,Lägenhet,,0,57.6960958,11.9397865, 413 16,Masthugget
Vaktmästaregången 13,Göteborgs kommun,24.5,1.0,1710.0,2220000.0,2022-02-04,31.0,90612.0,Lägenhet,,0,57.6960958,11.9397865, 413 16,Masthugget
Skepparegången 16,Göteborgs kommun,57.0,1.0,3003.0,2630000.0,2022-05-02,5.0,46140.0,Lägenhet,,0,57.6976487,11.9409967, 413 17,Masthugget
Paradisgatan 18,Göteborgs kommun,59.6,2.0,3608.0,3300000.0,2022-05-02,5.0,55369.0,Lägenhet,,0,57.6948691,11.9421198, 413 16,Masthugget
Bäckegatan 24,Göteborgs kommun,43.0,2.0,3016.0,3025000.0,2022-04-29,8.0,70349.0,Lägenhet,,0,57.695255,11.9399651, 413 16,Masthugget
Masthuggsliden 16,Göteborgs kommun,24.5,1.0,1751.0,2325000.0,2022-04-29,26.0,94898.0,Lägenhet,,0,57.6964536,11.9428507, 413 17,Masthugget
Mattssonsliden 6,Göteborgs kommun,47.0,2.0,2765.0,2700000.0,2022-04-28,8.0,57447.0,Lägenhet,,0,57.6984002,11.9402284, 413 17,Masthugget
Fjällgatan 3,Göteborgs kommun,36.0,1.0,2618.0,2730000.0,2022-04-28,16.0,75833.0,Lägenhet,,0,57.6967425,11.9446882, 413 17,Masthugget
Andra Långgatan 28,Göteborgs kommun,56.0,2.0,2561.0,3500000.0,2022-04-25,6.0,62500.0,Lägenhet,,0,57.6987778,11.9456727, 413 27,Masthugget
Andra Långgatan 34,Göteborgs kommun,70.0,3.0,3468.0,4060000.0,2022-04-25,8.0,58000.0,Lägenhet,,0,57.6986497,11.9442093, 413 27,Masthugget
Andra Långgatan 34,Göteborgs kommun,78.0,3.0,3930.0,4000000.0,2022-03-09,3.0,51282.0,Lägenhet,,0,57.6986497,11.9442093, 413 27,Masthugget
Andra långgatan 34,Göteborgs kommun,56.0,2.0,2987.0,3550000.0,2022-02-12,19.0,63393.0,Lägenhet,,0,57.6986497,11.9442093, 413 27,Masthugget
Skepparegången 24,Göteborgs kommun,120.0,5.0,6118.0,6480000.0,2022-04-23,0.0,54000.0,Lägenhet,,0,57.6975902,11.9419468, 413 17,Masthugget
Vattugatan 4B,Göteborgs kommun,68.0,2.0,3846.0,4100000.0,2022-04-22,6.0,60294.0,Lägenhet,,0,57.6951495,11.9411589, 413 16,Masthugget
Nordostpassagen 11,Göteborgs kommun,64.4,2.0,2781.0,3550000.0,2022-04-21,2.0,55124.0,Lägenhet,,0,57.6958309,11.9472374, 413 11,Masthugget
Nordostpassagen 11,Göteborgs kommun,80.2,3.0,3664.0,5000000.0,2022-03-31,11.0,62344.0,Lägenhet,,0,57.6958309,11.9472374, 413 11,Masthugget
Övre Matrosgatan 6A,Göteborgs kommun,74.0,2.5,3220.0,5250000.0,2022-04-21,12.0,70946.0,Lägenhet,,0,57.6958354,11.9449403, 413 17,Masthugget
Nordostpassagen 37,Göteborgs kommun,83.0,3.0,4908.0,4800000.0,2022-04-15,5.0,57831.0,Lägenhet,,0,57.69447,11.9468742, 413 11,Masthugget
Nordostpassagen 37,Göteborgs kommun,29.0,1.0,2064.0,2600000.0,2022-02-25,18.0,89655.0,Lägenhet,,0,57.69447,11.9468742, 413 11,Masthugget
Nordostpassagen 14,Göteborgs kommun,39.0,1.5,2523.0,2850000.0,2022-04-14,6.0,73077.0,Lägenhet,,0,57.6949465,11.9477088, 413 11,Masthugget
Åsgatan 2,Göteborgs kommun,80.0,3.0,4039.0,5350000.0,2022-04-13,13.0,66875.0,Lägenhet,,0,57.697925,11.9356051, 414 63,Masthugget
Storebackegatan 12D,Göteborgs kommun,33.0,1.0,3222.0,2400000.0,2022-04-13,21.0,72727.0,Lägenhet,,0,57.6962597,11.9378782, 414 63,Masthugget
Klostergången 11,Göteborgs kommun,40.5,2.0,2438.0,2510000.0,2022-04-13,17.0,61975.0,Lägenhet,,0,57.6963068,11.9411882, 413 16,Masthugget
Nordostpassagen 33,Göteborgs kommun,29.0,1.0,2064.0,2325000.0,2022-04-13,8.0,80172.0,Lägenhet,,0,57.6948203,11.9468716, 413 11,Masthugget
Vaktmästaregången 5,Göteborgs kommun,85.0,3.0,4462.0,4850000.0,2022-04-13,13.0,57059.0,Lägenhet,,0,57.6957869,11.9407296, 413 16,Masthugget
Nedre Matrosgatan 7,Göteborgs kommun,68.6,3.0,4244.0,4950000.0,2022-04-13,6.0,72157.0,Lägenhet,,0,57.6961999,11.9441054, 413 17,Masthugget
Nordostpassagen 17,Göteborgs kommun,64.4,2.0,2927.0,3600000.0,2022-04-12,15.0,55901.0,Lägenhet,,0,57.695246,11.9472827, 413 11,Masthugget
Fjällgatan 3G,Göteborgs kommun,66.0,2.0,3800.0,4675000.0,2022-04-09,18.0,70833.0,Lägenhet,,0,57.6966559,11.9447681, 413 17,Masthugget
Nordostpassagen 57,Göteborgs kommun,60.0,2.0,3289.0,3650000.0,2022-04-08,8.0,60833.0,Lägenhet,,0,57.6929224,11.9473145, 413 11,Masthugget
Nordostpassagen 57,Göteborgs kommun,83.0,3.0,4284.0,5450000.0,2022-03-30,12.0,65663.0,Lägenhet,,0,57.6929224,11.9473145, 413 11,Masthugget
Nordostpassagen 31,Göteborgs kommun,85.0,4.0,3723.0,4850000.0,2022-04-07,4.0,57059.0,Lägenhet,,0,57.6953428,11.9466311, 413 11,Masthugget
Vattugatan 5,Göteborgs kommun,33.4,1.5,2378.0,2425000.0,2022-04-06,2.0,72605.0,Lägenhet,,0,57.6949719,11.9406046, 413 16,Masthugget
Nordostpassagen 23,Göteborgs kommun,82.0,3.0,3585.0,4930000.0,2022-04-06,13.0,60122.0,Lägenhet,,0,57.6959816,11.9465344, 413 11,Masthugget
Nordostpassagen 25,Göteborgs kommun,77.0,3.0,3328.0,4400000.0,2022-04-05,5.0,57143.0,Lägenhet,,0,57.6956572,11.9465425, 413 11,Masthugget
Nordostpassagen 25,Göteborgs kommun,76.6,3.0,3489.0,5350000.0,2022-04-01,10.0,69843.0,Lägenhet,,0,57.6956572,11.9465425, 413 11,Masthugget
Nordostpassagen 42,Göteborgs kommun,39.0,1.5,2557.0,2750000.0,2022-04-02,7.0,70513.0,Lägenhet,,0,57.6929329,11.9477103, 413 11,Masthugget
Nordostpassagen 42,Göteborgs kommun,104.0,5.0,5164.0,7550000.0,2022-02-23,21.0,72596.0,Lägenhet,,0,57.6929329,11.9477103, 413 11,Masthugget
Sjömansgatan 7,Göteborgs kommun,55.0,2.0,4193.0,4100000.0,2022-03-31,14.0,74545.0,Lägenhet,,0,57.6949902,11.943427, 413 17,Masthugget
Nordostpassagen 20,Göteborgs kommun,63.0,2.0,4036.0,4420000.0,2022-03-31,11.0,70159.0,Lägenhet,,0,57.6943103,11.9477122, 413 11,Masthugget
