address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude
Klostergången 11,Lägenhet,Masthugget,Göteborgs kommun,24.5,1.0,1690.0,1850000,2022-08-31,-2.0,75510.0,0.0,0.0,57.6963068,11.9411882
Östra Eriksbergsgatan 102,Lägenhet,Eriksberg,Göteborgs kommun,76.0,3.0,4232.0,4920000,2022-08-31,3.0,64737.0,0.0,0.0,57.7029701,11.9174288
Gåsmossen 12,Radhus,Askim,Göteborgs kommun,123.0,6.0,,6680000,2022-08-31,-1.0,54309.0,184.0,58.0,57.6331545,11.9552687
Ostgatan 6,Lägenhet,Kallebäck,Göteborgs kommun,44.0,2.0,3489.0,1995000,2022-08-31,0.0,45341.0,0.0,0.0,57.6845011,12.0091901
Kabelgatan 12,Lägenhet,Majorna,Göteborgs kommun,53.5,2.0,3887.0,2500000,2022-08-31,2.0,46729.0,0.0,0.0,57.69064185,11.924604699723618
Turkosgatan 19,Lägenhet,Tynnered,Göteborgs kommun,70.2,3.0,4364.0,2300000,2022-08-31,0.0,32764.0,0.0,0.0,57.64817,11.8989059
Bildradiogatan 4,Lägenhet,Järnbrott,Göteborgs kommun,54.5,2.0,3487.0,1850000,2022-08-31,4.0,33945.0,0.0,0.0,57.658206,11.9322434
Astris Gata 68,Lägenhet,Eriksberg,Göteborgs kommun,86.0,4.0,3609.0,4525000,2022-08-31,-5.0,52616.0,0.0,0.0,57.6993715,11.904333
Sjöbackevägen 12,Lägenhet,Billdal,Göteborgs kommun,103.0,4.0,5228.0,4700000,2022-08-31,0.0,45631.0,0.0,0.0,57.5677846,11.9400838
Astris Gata 94,Lägenhet,Eriksberg,Göteborgs kommun,66.0,3.0,3427.0,3655000,2022-08-31,-1.0,55379.0,0.0,0.0,57.6992466,11.9026411
Linnégatan 53,Lägenhet,Linné,Göteborgs kommun,61.5,2.0,3309.0,4650000,2022-08-31,7.0,75610.0,0.0,0.0,57.693095,11.9522065
Fiolgatan 8,Lägenhet,Ruddalen,Göteborgs kommun,37.8,1.0,2936.0,1675000,2022-08-31,0.0,44312.0,0.0,0.0,57.660197,11.9120996
Sonya Hedenbratts Gata 5,Lägenhet,Örgryte Torp,Göteborgs kommun,83.0,3.0,4406.0,6000000,2022-08-31,4.0,72289.0,0.0,0.0,57.699476,12.0165178
Nilssonsberg 23,Lägenhet,Linnéstaden,Göteborgs kommun,102.6,4.0,5311.0,5550000,2022-08-31,-7.0,54094.0,0.0,0.0,57.6948666,11.9612948
Engelbrektsgatan 59,Lägenhet,Lorensberg,Göteborgs kommun,63.0,2.0,3272.0,3950000,2022-08-31,0.0,62698.0,0.0,0.0,57.7004381,11.9816273
Slånbärsvägen 16,Villa,Bräcke,Göteborgs kommun,80.0,4.0,,5575000,2022-08-31,6.0,69688.0,395.0,40.0,57.7054953,11.8969467
Bohusgatan 20,Lägenhet,Centrum,Göteborgs kommun,44.5,2.0,2887.0,2875000,2022-08-31,1.0,64607.0,0.0,0.0,57.7039738,11.9827574
Övralidsgatan 19,Lägenhet,Hisings Backa,Göteborgs kommun,38.0,1.0,2722.0,1200000,2022-08-31,-4.0,31579.0,0.0,0.0,57.7543682,11.975449
Bäckebolsängen 12,Lägenhet,Hisings Backa,Göteborgs kommun,83.6,3.0,5935.0,1600000,2022-08-31,-6.0,19139.0,0.0,0.0,57.7531169,11.9881239
Virvelvindsgatan 24,Lägenhet,Centrala Hisingen,Göteborgs kommun,69.0,3.0,4293.0,2700000,2022-08-31,8.0,39130.0,0.0,0.0,57.7184525,11.9329689
Oxhagsgatan 70,Lägenhet,Kungsladugård,Göteborgs kommun,95.0,4.0,3892.0,6050000,2022-08-31,8.0,63684.0,0.0,0.0,57.6779705,11.93077155
Munspelsgatan 22,Lägenhet,Frölunda,Göteborgs kommun,51.0,2.0,3413.0,2225000,2022-08-31,-7.0,43627.0,0.0,0.0,57.6551606,11.903254
Haråsgatan 19,Lägenhet,Majorna,Göteborgs kommun,73.8,3.0,4282.0,3950000,2022-08-31,-5.0,53523.0,0.0,0.0,57.6941914,11.931333
Aschebergsgatan 11A,Lägenhet,Göteborg,Göteborgs kommun,100.0,2.5,4923.0,6000000,2022-08-31,20.0,60000.0,0.0,0.0,57.6913601,11.9737814
Götaverksgatan 20,Lägenhet,Lindholmen,Göteborgs kommun,62.0,2.0,3464.0,3650000,2022-08-31,-4.0,58871.0,0.0,0.0,57.7083688,11.9432269
Inägogatan 4,Lägenhet,Övre Eriksberg,Göteborgs kommun,103.0,4.0,5720.0,4350000,2022-08-31,-3.0,42233.0,0.0,0.0,57.7106128,11.9123399
Astris gata 58,Lägenhet,Eriksberg,Göteborgs kommun,62.0,2.0,3128.0,3310000,2022-08-31,11.0,53387.0,0.0,0.0,57.6998005,11.9047588
Övre Matrosgatan 6 B,Lägenhet,Gamla Masthugget,Göteborgs kommun,76.0,3.0,3285.0,5000000,2022-08-31,,65789.0,0.0,0.0,57.6958354,11.9449403
Haråsgatan 3,Lägenhet,Majorna,Göteborgs kommun,54.0,2.0,3274.0,3700000,2022-08-31,16.0,68519.0,0.0,0.0,57.6937158,11.9306187
Prilyckegatan 127,Lägenhet,Hisings Kärra,Göteborgs kommun,46.5,1.0,3319.0,1200000,2022-08-31,-7.0,25806.0,0.0,0.0,57.7935333,11.9845506
Sankt Jörgens Allé 1,Lägenhet,Hisings Backa,Göteborgs kommun,83.0,3.0,5317.0,2655000,2022-08-31,-5.0,31988.0,0.0,0.0,57.74967624999999,11.95516122566906
Drivhusgatan 2A,Lägenhet,Johanneberg,Göteborgs kommun,62.0,2.0,2667.0,2940000,2022-08-30,7.0,47419.0,0.0,0.0,57.6854543,11.9961973
Rundbäcksgatan 1,Lägenhet,Kvillebäcken,Göteborgs kommun,101.0,4.0,5405.0,3780000,2022-08-30,-3.0,37426.0,0.0,0.0,57.7230649,11.9489558
Fridkullagatan 17E,Lägenhet,Johanneberg,Göteborgs kommun,59.0,2.5,3577.0,2930000,2022-08-30,1.0,49661.0,0.0,0.0,57.6835143,11.9863818
Fruktträdsgatan 11,Lägenhet,Centrala Hisingen Hildedal,Göteborgs kommun,69.0,3.0,3726.0,3150000,2022-08-30,-1.0,45652.0,0.0,0.0,,
Saltmätaregatan 1,Villa,Utby,Göteborgs kommun,82.0,6.0,,5400000,2022-08-30,-2.0,65854.0,586.4,82.0,57.7408489,12.0752657
Tredje Långgatan 36,Lägenhet,Linnéstaden,Göteborgs kommun,84.8,3.0,4348.0,4950000,2022-08-30,0.0,58373.0,0.0,0.0,57.6983288,11.9468392
Fiolgatan 2,Lägenhet,Ruddalen,Göteborgs kommun,70.7,3.0,5372.0,2495000,2022-08-30,0.0,35290.0,0.0,0.0,57.661402,11.91417905
Doktor bex gata 3B,Lägenhet,Guldheden,Göteborgs kommun,54.0,2.0,2728.0,2700000,2022-08-30,0.0,50000.0,0.0,0.0,57.6825514,11.974474
Horsikavägen 26,Villa,Donsö,Göteborgs kommun,104.0,5.0,,6500000,2022-08-30,18.0,62500.0,1720.0,65.0,57.5956893,11.7978508
Nordostpassagen 57,Lägenhet,Linné,Göteborgs kommun,39.0,1.0,2616.0,2600000,2022-08-30,-2.0,66667.0,0.0,0.0,57.6929224,11.9473145
Amiralitetsgatan 11A,Lägenhet,Majorna,Göteborgs kommun,53.0,2.0,3054.0,3150000,2022-08-30,-1.0,59434.0,0.0,0.0,57.6965101,11.9336572
Lilla Marconigatan 15,Lägenhet,Västra Frölunda,Göteborgs kommun,65.0,2.0,3503.0,2650000,2022-08-30,4.0,40769.0,0.0,0.0,57.6535912,11.9140302
Astris Gata 64,Lägenhet,Eriksberg,Göteborgs kommun,40.0,1.5,2418.0,2480000,2022-08-30,4.0,62000.0,0.0,0.0,57.6995553,11.9047241
Norra Sälöfjordsgatan 43,Villa,Kyrkbyn,Göteborgs kommun,82.0,6.0,,4310000,2022-08-30,-4.0,52561.0,560.2,0.0,57.7155278,11.902623558276542
Nötväckestupet 5,Villa,Olofstorp,Göteborgs kommun,142.0,8.0,,3510000,2022-08-30,-6.0,24718.0,869.5,0.0,,
Kabelgatan 14,,Lägenhet,Majorna,Göteborgs kommun,53.5,2.0,3887.0,2980000,2022-08-30,0.0,55701.0,0.0,0.0,57.69014735,11.92490369972362
Brunkebergsgatan 3H,Lägenhet,Lunden,Göteborgs kommun,49.0,2.0,2934.0,2520000,2022-08-30,5.0,51429.0,0.0,0.0,57.7119042,12.0025263
Räntmästaregatan 25E,Lägenhet,Lunden,Göteborgs kommun,40.5,2.0,2832.0,2500000,2022-08-30,2.0,61728.0,0.0,0.0,57.7111902,12.0116348
Glimmerstigen 18,Fritidshus,Näset,Göteborgs kommun,30.0,3.0,,2525000,2022-08-30,41.0,84167.0,0.0,0.0,57.612008,11.8883255
Doktor Bex Gata 3B,Lägenhet,Södra Guldheden,Göteborgs kommun,54.0,2.0,3407.0,2950000,2022-08-30,7.0,54630.0,0.0,0.0,57.6825514,11.974474
Rubingatan 29,Lägenhet,Tynnered,Göteborgs kommun,79.0,3.0,4782.0,1995000,2022-08-30,0.0,25253.0,0.0,0.0,57.6439507,11.9008499
Backegårdsgatan 15,Villa,Utby,Göteborgs kommun,95.0,5.0,,5600000,2022-08-30,2.0,58947.0,770.8,67.0,57.7387905,12.0530647
Sofiagatan 46C,Lägenhet,Strömmensberg,Göteborgs kommun,43.9,1.0,2745.0,2020000,2022-08-30,7.0,46014.0,0.0,0.0,57.7200998,12.0196527
Lars Kaggsgatan 28 A,Lägenhet,Gamlestaden,Göteborgs kommun,55.5,2.0,4217.0,1950000,2022-08-29,-2.0,35135.0,0.0,0.0,57.7339341,12.0175986
Jenny Lindsgatan 18,Lägenhet,Lunden,Göteborgs kommun,62.0,2.0,2713.0,3450000,2022-08-29,-1.0,55645.0,0.0,0.0,57.7109657,12.0009975
Briljantgatan 73,Lägenhet,Tynnered,Göteborgs kommun,70.0,3.0,3785.0,1550000,2022-08-29,-11.0,22143.0,0.0,0.0,57.6467834,11.9068939
Sjömilsgatan 2,Lägenhet,Flatås,Göteborgs kommun,76.5,3.0,3971.0,2400000,2022-08-29,-4.0,31373.0,0.0,0.0,57.6609491,11.9276198
Kung Borres väg 32C,Villa,Säve,Göteborgs kommun,129.2,6.0,,1925000,2022-08-29,-68.0,14899.0,1505.0,0.0,57.8002703,11.9260085
Beryllgatan 21,Lägenhet,Tynnered,Göteborgs kommun,96.8,4.0,5884.0,2910000,2022-08-29,1.0,30062.0,0.0,0.0,57.6572567,11.8879756
Kavaljersgatan 14,Lägenhet,Hisings Backa,Göteborgs kommun,90.0,4.0,6187.0,2450000,2022-08-29,3.0,27222.0,0.0,0.0,57.7561837,11.9836669
Lärjeheds fritidsområde stuga nr 30,Fritidshus,Linnarhult,Göteborgs kommun,40.0,3.0,,650000,2022-08-29,18.0,16250.0,700.0,31.0,,
Gröna Gatan 32,Lägenhet,Majorna,Göteborgs kommun,67.4,2.0,4721.0,2700000,2022-08-29,-3.0,40059.0,0.0,0.0,57.6912297,11.9165987
Kärrhöksgatan 5B,Lägenhet,Kålltorp,Göteborgs kommun,52.0,2.0,4145.0,2950000,2022-08-29,4.0,56731.0,0.0,0.0,57.7098179,12.0259437
Lars Kaggsgatan 30F,Lägenhet,Gamlestaden,Göteborgs kommun,39.5,2.0,3267.0,1850000,2022-08-29,-3.0,46835.0,0.0,0.0,57.7342119,12.0190423
Sandbanksvägen 38,Radhus,Skogome,Göteborgs kommun,104.0,4.0,,4200000,2022-08-29,-3.0,40385.0,145.0,0.0,57.7629688,11.9492625
Viktoriagatan 12A,Lägenhet,Vasastaden,Göteborgs kommun,82.0,2.5,2081.0,4975000,2022-08-29,0.0,60671.0,0.0,0.0,57.6999859,11.964514
Lövskogsgatan 11A,Lägenhet,Norra Guldheden,Göteborgs kommun,34.5,1.0,2213.0,2400000,2022-08-29,1.0,69565.0,0.0,0.0,57.6893247,11.9630988
Arsenalsgatan 10B,Lägenhet,Kungshöjd,Göteborgs kommun,51.0,2.0,2368.0,3400000,2022-08-29,-1.0,66667.0,0.0,0.0,57.7016833,11.9587452
Famngatan 16,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1635.0,1675000,2022-08-29,-1.0,57759.0,0.0,0.0,57.6626334,11.9270175
Ostgatan 22,Lägenhet,Kallebäck,Göteborgs kommun,28.8,1.5,2442.0,1850000,2022-08-29,0.0,64236.0,0.0,0.0,57.6836637,12.0097592
Fyrans backe 9A,Villa,Torsland,Göteborgs kommun,240.0,5.0,,14000000,2022-08-29,0.0,58333.0,1021.5,64.0,57.7018037,11.7601085
Tredje Långgatan 32A,Lägenhet,Linnéstaden,Göteborgs kommun,32.0,1.0,1922.0,2500000,2022-08-29,-11.0,78125.0,0.0,0.0,57.6983288,11.9468392
De Geersgatan 22,Lägenhet,Lunden,Göteborgs kommun,54.0,2.0,3618.0,2950000,2022-08-29,2.0,54630.0,0.0,0.0,57.7100599,12.0089685
Tenorgatan 14,Lägenhet,Kaverös,Göteborgs kommun,78.8,3.0,4689.0,2000000,2022-08-29,-9.0,25381.0,0.0,0.0,57.6637433,11.9182272
Arvesgärde 13,Lägenhet,Tuve,Göteborgs kommun,40.5,1.0,2859.0,1550000,2022-08-29,0.0,38272.0,0.0,0.0,57.7521751,11.9247459
Toleredsgatan 28B,Lägenhet,Centrala Hisingen,Göteborgs kommun,50.0,2.0,3962.0,1985000,2022-08-29,4.0,39700.0,0.0,0.0,57.7319136,11.9241047
Furuhöjdsbacken 4,Villa,Säve,Göteborgs kommun,124.0,5.0,,5000000,2022-08-28,-6.0,40323.0,1892.2,0.0,57.8151579,11.9100594
Sergelsgatan 4A,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2616.0,2150000,2022-08-28,-1.0,58108.0,0.0,0.0,57.7103795,12.0125639
Gropens Lillgata 32,Lägenhet,Hammarkullen,Göteborgs kommun,55.0,2.0,3162.0,1400000,2022-08-28,8.0,25455.0,0.0,0.0,,
Såggatan 35G,Lägenhet,Majorna,Göteborgs kommun,40.0,2.0,2547.0,2330000,2022-08-28,6.0,58250.0,0.0,0.0,57.6931306,11.9262762
Fritiof Anderssons gata 9,Lägenhet,Eriksberg,Göteborgs kommun,81.6,3.0,3996.0,4150000,2022-08-28,-2.0,50858.0,0.0,0.0,57.7000165,11.9059341
Walter Bengtssons Gata 20,Lägenhet,Majorna,Göteborgs kommun,49.5,2.0,2666.0,2950000,2022-08-28,0.0,59596.0,0.0,0.0,57.6861244,11.9096076
Rundbäcksgatan 3,Lägenhet,Centrala Hisingen,Göteborgs kommun,38.5,1.5,2263.0,1895000,2022-08-28,0.0,49221.0,0.0,0.0,57.7230724,11.9485768
Marklandsgatan 69,Lägenhet,Högsbo,Göteborgs kommun,28.0,1.0,2129.0,1700000,2022-08-27,3.0,60714.0,0.0,0.0,57.6686916,11.9349405
Kärrhöksgatan 9B,Lägenhet,Kålltorp,Göteborgs kommun,84.0,4.0,5907.0,4800000,2022-08-27,-4.0,57143.0,0.0,0.0,57.71044,12.0265991
Knapegårdsvägen 11,Radhus,Sisjön,Göteborgs kommun,134.0,6.0,3797.0,5600000,2022-08-27,-7.0,41791.0,0.0,0.0,57.6380554,11.948388045431534
Norra Liden 8,Lägenhet,Kungshöjd,Göteborgs kommun,85.0,3.0,4442.0,4795000,2022-08-27,0.0,56412.0,0.0,0.0,57.7045304,11.9582763
Sankt Jörgens väg 28 A,Lägenhet,Sankt Jörgen,Göteborgs kommun,40.0,1.0,2786.0,1700000,2022-08-27,10.0,42500.0,0.0,0.0,57.7511443,11.9527454
Skomakaregården 5,Villa,Torslanda,Göteborgs kommun,172.0,6.0,,7300000,2022-08-27,-3.0,42442.0,1013.7,0.0,57.7525809,11.8280777
Krokegatan 5,Lägenhet,Masthugget,Göteborgs kommun,45.0,2.0,2612.0,3550000,2022-08-27,0.0,78889.0,0.0,0.0,57.6953605,11.9374014
Gamlestads Brygga 17,Lägenhet,Gamlestaden,Göteborgs kommun,73.0,3.0,3688.0,4450000,2022-08-27,6.0,60959.0,0.0,0.0,57.7276513,12.0066592
Räntmästaregatan 13A,Lägenhet,Lunden,Göteborgs kommun,62.0,2.0,3236.0,2850000,2022-08-27,2.0,45968.0,0.0,0.0,57.7126317,12.0103312
Rymdvågsgatan 7,Villa,Järnbrott,Göteborgs kommun,105.0,6.0,,6150000,2022-08-27,-2.0,58571.0,439.6,75.0,57.6521431,11.92775065
Beryllgatan 45,Lägenhet,Tynnered,Göteborgs kommun,47.0,1.0,2837.0,1830000,2022-08-26,-4.0,38936.0,0.0,0.0,57.6567926,11.8866759
Bratteråsgatan 50,,Lägenhet,Eriksberg,Göteborgs kommun,69.0,2.0,3751.0,3550000,2022-08-26,0.0,51449.0,0.0,0.0,57.7049651,11.9136668
Tunnlandsgatan 20,Lägenhet,Kaverös,Göteborgs kommun,59.5,2.0,2504.0,2200000,2022-08-26,0.0,36975.0,0.0,0.0,57.6645595,11.9212623
Gösta Andrées Gata 6,Lägenhet,Torslanda,Göteborgs kommun,80.5,3.0,5333.0,3695000,2022-08-26,3.0,45901.0,0.0,0.0,57.7103662,11.7723242
Klövervallsgatan 1,Lägenhet,Centrala Hisingen,Göteborgs kommun,115.0,5.0,5802.0,4900000,2022-08-26,,42609.0,0.0,0.0,57.7281376,11.9261779
Aprikosgatan 19,Radhus,Bratthammar,Göteborgs kommun,147.0,5.0,,6225000,2022-08-26,0.0,42347.0,168.6,11.0,57.648532,11.8728843
Smörgatan 104,Lägenhet,Kallebäck,Göteborgs kommun,90.1,3.0,4967.0,4120000,2022-08-26,-4.0,45727.0,0.0,0.0,57.6832301,12.012026249360517
Linnégatan 45,Lägenhet,Linnéstaden,Göteborgs kommun,67.0,3.0,3422.0,4200000,2022-08-26,5.0,62687.0,0.0,0.0,57.693885,11.9519755
Oktettgången 50   Säve,Fritidshus,Säve,Göteborgs kommun,32.0,2.0,,1250000,2022-08-26,9.0,39062.0,200.0,0.0,57.8221711,11.8970045
Mesanvägen 39,Villa,Torslanda,Göteborgs kommun,95.0,3.0,,5100000,2022-08-26,-7.0,53684.0,558.0,0.0,57.7083884,11.7670094
Bäckebolsängen 26,Lägenhet,Hisings Backa,Göteborgs kommun,66.0,2.0,4829.0,1300000,2022-08-26,-10.0,19697.0,0.0,0.0,57.7541688,11.9881604
Nobelgatan 25D,Lägenhet,Lunden,Göteborgs kommun,81.0,3.0,5463.0,4200000,2022-08-26,-1.0,51852.0,0.0,0.0,57.7135045,12.0123894
Gulsporregången 249,Fritidshus,Välenkolonin nedre området,Göteborgs kommun,35.0,2.0,,1175000,2022-08-26,-8.0,33571.0,280.0,0.0,57.636402,11.9165124
Övralidsgatan 11,Lägenhet,Hisings Backa,Göteborgs kommun,91.0,4.0,6430.0,2340000,2022-08-26,2.0,25714.0,0.0,0.0,57.7543682,11.975449
Rositas gata 12,Radhus,Eriksberg,Göteborgs kommun,136.0,5.0,,8200000,2022-08-26,0.0,60294.0,154.0,10.0,57.6985388,11.903468
Tenorgatan 12,Lägenhet,Kaverös,Göteborgs kommun,42.5,1.0,2864.0,1580000,2022-08-26,-4.0,37176.0,0.0,0.0,57.6639043,11.9181626
Gröna gatan 47,Lägenhet,Majorna,Göteborgs kommun,41.8,2.0,2736.0,2350000,2022-08-26,7.0,56220.0,0.0,0.0,57.6921278,11.9169422
Alfhemsgatan 6,Lägenhet,Linnéstaden,Göteborgs kommun,74.0,2.5,3131.0,4750000,2022-08-26,10.0,64189.0,0.0,0.0,57.6919401,11.950196
Ångaren Indias Gata 7,Lägenhet,Sannegården,Göteborgs kommun,45.0,2.0,3075.0,2950000,2022-08-26,6.0,65556.0,0.0,0.0,57.7069258,11.9240257
Sankt Olofsgatan 18,Villa,Centrala Hisingen Tolered,Göteborgs kommun,90.0,5.0,,5120000,2022-08-26,5.0,56889.0,451.0,50.0,57.72968065,11.910162312234045
Lantmilsgatan 34,Lägenhet,Kaverös,Göteborgs kommun,73.5,3.0,4675.0,2595000,2022-08-26,0.0,35306.0,0.0,0.0,57.6648055,11.9255652
Solventilsgatan 16,Lägenhet,Kvillebäcken,Göteborgs kommun,55.0,2.0,2733.0,2850000,2022-08-26,,51818.0,0.0,0.0,57.7223859,11.9487387
Kungälvsgatan 3B,Lägenhet,Bagaregården,Göteborgs kommun,58.0,2.0,2619.0,4000000,2022-08-26,8.0,68966.0,0.0,0.0,57.718889,12.0067333
Flyghamnsvägen 27D,Lägenhet,Torslanda,Göteborgs kommun,86.0,4.0,4081.0,4265000,2022-08-26,-3.0,49593.0,0.0,0.0,57.7022183,11.777105
Noleredsvägen 15D (Lgh 1203),Lägenhet,Torslanda,Göteborgs kommun,62.0,2.0,3511.0,2150000,2022-08-26,0.0,34677.0,0.0,0.0,,
Legendgatan 112,Radhus,Backa,Göteborgs kommun,122.0,5.0,,3895000,2022-08-26,0.0,31926.0,174.2,0.0,57.7415954,11.9838802
Kofferdalsvägen 24A,Lägenhet,Billdal,Göteborgs kommun,82.7,3.0,4464.0,4475000,2022-08-26,0.0,54111.0,0.0,0.0,57.5892645,11.9299571
Vädursgatan 3,Lägenhet,Gårda,Göteborgs kommun,28.0,1.5,1683.0,2030000,2022-08-26,2.0,72500.0,0.0,0.0,57.7032715,11.9923666
Brunstorps by 16,Lägenhet,Säve,Göteborgs kommun,75.0,3.0,5306.0,2775000,2022-08-26,11.0,37000.0,0.0,0.0,57.8052458,11.9081309
Träringen 41,Lägenhet,Björkekärr,Göteborgs kommun,53.5,2.0,3722.0,2450000,2022-08-26,0.0,45794.0,0.0,0.0,57.7134475,12.0526615
Fridkullagatan 17A,Lägenhet,Johanneberg,Göteborgs kommun,55.0,2.0,3427.0,2740000,2022-08-26,-2.0,49818.0,0.0,0.0,57.6835143,11.9863818
Övre Djupedalsgatan 11D, lgh 4,Lägenhet,Linnéstaden,Göteborgs kommun,21.5,1.0,1235.0,2250000,2022-08-26,-5.0,104651.0,0.0,0.0,,
Haga Kyrkogata 20C,Lägenhet,Vasastaden,Göteborgs kommun,37.0,1.0,1118.0,3250000,2022-08-26,0.0,87838.0,0.0,0.0,57.6983235,11.9629046
Södra Viktoriagatan 31,Lägenhet,Vasastaden,Göteborgs kommun,31.8,1.0,2199.0,2450000,2022-08-26,0.0,77044.0,0.0,0.0,57.6937774,11.966752
Korsåsgatan 30,Radhus,Korsåsen,Göteborgs kommun,116.0,4.0,,4820000,2022-08-26,3.0,41552.0,205.7,10.0,57.6406695,11.9082448
Borstbindaregatan 1,Lägenhet,Centrala Hisingen,Göteborgs kommun,58.5,2.0,3532.0,2750000,2022-08-26,2.0,47009.0,0.0,0.0,57.72124115,11.948579794393307
Hults gata 71,Villa,Hult,Göteborgs kommun,166.0,4.0,,7300000,2022-08-26,1.0,43976.0,847.0,0.0,57.63839,11.929882900000004
Nimbusgatan 4,Lägenhet,Eriksberg,Göteborgs kommun,55.0,2.0,3062.0,4800000,2022-08-26,4.0,87273.0,0.0,0.0,57.7023284,11.9190945
Gibraltargatan 56,Lägenhet,Johanneberg,Göteborgs kommun,80.0,3.0,3843.0,4300000,2022-08-26,3.0,53750.0,0.0,0.0,57.6873981,11.9827833
Kolonigatan 9 A,Lägenhet,Landala Egnahem,Göteborgs kommun,50.0,2.0,3240.0,3000000,2022-08-26,5.0,60000.0,0.0,0.0,57.6865737,11.9754375
Älghagsgatan 3 B,Lägenhet,Gamla Masthugget,Göteborgs kommun,37.6,2.0,2594.0,2700000,2022-08-26,,71809.0,0.0,0.0,57.6930228,11.9384609
Västes gata 84,Villa,Fiskebäck,Göteborgs kommun,95.0,4.0,,4770000,2022-08-26,6.0,50211.0,201.2,12.0,57.6571973,11.8790843
Gibraltargatan 56,Lägenhet,Johanneberg,Göteborgs kommun,80.0,3.0,3843.0,4550000,2022-08-26,6.0,56875.0,0.0,0.0,57.6873981,11.9827833
Guldringen 17,Lägenhet,Tynnered,Göteborgs kommun,100.5,4.0,6773.0,3250000,2022-08-25,5.0,32338.0,0.0,0.0,57.6589361,11.8913428
Bandtraktorgatan 1,Lägenhet,Angered,Göteborgs kommun,31.0,1.0,1947.0,1150000,2022-08-25,0.0,37097.0,0.0,0.0,57.7963013,12.045988798658318
Smörslottsgatan 22,Lägenhet,Björkekärr,Göteborgs kommun,77.0,3.0,3546.0,4005000,2022-08-25,5.0,52013.0,0.0,0.0,57.7199982,12.0579394
Hagens stationsväg 6,Lägenhet,Hagen,Göteborgs kommun,71.0,3.0,3745.0,3920000,2022-08-25,1.0,55211.0,0.0,0.0,57.6783536,11.887442892951055
Fagottgatan 6,Lägenhet,Ruddalen,Göteborgs kommun,59.5,2.0,3302.0,2020000,2022-08-25,4.0,33950.0,0.0,0.0,57.6593794,11.9173649
Smörgatan 82,Lägenhet,Kallebäck,Göteborgs kommun,54.0,2.0,3381.0,2520000,2022-08-25,7.0,46667.0,0.0,0.0,57.68159645,12.01291365
Nattviolsgatan 4,Villa,Kvillebäcken,Göteborgs kommun,85.0,4.0,,4850000,2022-08-25,0.0,57059.0,494.3,77.0,57.724919,11.94084335
Nordenskiöldsgatan 30A,Lägenhet,Linnéstaden,Göteborgs kommun,50.0,2.0,2724.0,4200000,2022-08-25,1.0,84000.0,0.0,0.0,57.692554,11.9485939
Stafettgatan 4C,Lägenhet,Lunden,Göteborgs kommun,35.0,1.0,2477.0,2095000,2022-08-25,0.0,59857.0,0.0,0.0,57.7077795,12.0006394
Raketgatan 13,Lägenhet,Norra Guldheden,Göteborgs kommun,96.0,3.0,7359.0,5270000,2022-08-25,3.0,54896.0,0.0,0.0,57.6916427,11.9644869
Carl Larssonsgatan 6D,Lägenhet,Örgryte Bö,Göteborgs kommun,35.5,1.0,2706.0,2450000,2022-08-25,0.0,69014.0,0.0,0.0,57.7030902,12.0190591
Örnehufvudsgatan 17,Lägenhet,Johanneberg,Göteborgs kommun,37.0,1.5,2632.0,2460000,2022-08-25,5.0,66486.0,0.0,0.0,57.6868327,11.9841505
Carlandersplatsen 2,Lägenhet,Lorensberg,Göteborgs kommun,42.0,1.5,1693.0,3050000,2022-08-25,2.0,72619.0,0.0,0.0,57.6935242,11.9867533
Trädgårdsbacken 3,Tomt,Angered,Göteborgs kommun,951.0,,,1580000,2022-08-25,6.0,1661.0,0.0,0.0,57.805085,12.0454989
Adler salvius gata 7,Lägenhet,Prippska Tomten,Göteborgs kommun,71.6,3.0,3871.0,4200000,2022-08-25,6.0,58659.0,0.0,0.0,57.7085166,11.9807939
Umbragatan 16,Radhus,Åkered,Göteborgs kommun,121.0,5.0,,5600000,2022-08-25,-6.0,46281.0,147.0,0.0,57.6339342,11.8909029
Lillekärr södra 66,Villa,Hisings Kärra,Göteborgs kommun,159.0,6.0,,5625000,2022-08-25,8.0,35377.0,376.2,0.0,57.7886364,11.98743660201067
Sulitelmagatan 2B,Lägenhet,Strömmensberg,Göteborgs kommun,37.0,1.0,2017.0,1990000,2022-08-25,0.0,53784.0,0.0,0.0,57.7187091,12.0167592
Godhemsgatan 5,Lägenhet,Majorna,Göteborgs kommun,55.9,2.0,2807.0,4320000,2022-08-25,15.0,77281.0,0.0,0.0,57.6875241,11.9278995
Sextettgången Gunnesby Koloniträdgårdar Lott 46,Fritidshus,Säve,Göteborgs kommun,38.0,2.0,,850000,2022-08-25,-5.0,22368.0,209.0,0.0,,
Tångedal 53,Radhus,Tuve,Göteborgs kommun,112.0,4.0,,4450000,2022-08-25,12.0,39732.0,342.2,0.0,57.76234835,11.924998181010912
Storhöjdsgatan 6B,Lägenhet,Strömmensberg,Göteborgs kommun,35.0,1.0,2579.0,2080000,2022-08-25,4.0,59429.0,0.0,0.0,57.719529,12.0173167
